@relation 'all_data_pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C20-L5-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,20-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea4 + a5 + a6 + a7-NNumber legal actions-weka.filters.unsupervised.attribute.NumericToNominal-R23-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6,7-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action North-R4-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action South-R5-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action East-R6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action West-R7-weka.filters.unsupervised.attribute.AddExpression-Ea16 + a17 + a18 + a19-NTotal distance to ghosts-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a21 > 620, 1, 0)-NHigh score-weka.filters.unsupervised.attribute.NumericToNominal-R25-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,20-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,21-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,24,20,21,22,23,25-weka.filters.unsupervised.attribute.Remove-R21-22-weka.filters.unsupervised.attribute.Remove-R21'

@attribute Tick numeric
@attribute 'Pacman position X' numeric
@attribute 'Pacman position Y' numeric
@attribute 'Legal action North' {0,1}
@attribute 'Legal action South' {0,1}
@attribute 'Legal action East' {0,1}
@attribute 'Legal action West' {0,1}
@attribute 'Ghosts position 1 X' numeric
@attribute 'Ghosts position 1 Y' numeric
@attribute 'Ghosts position 2 X' numeric
@attribute 'Ghosts position 2 Y' numeric
@attribute 'Ghosts position 3 X' numeric
@attribute 'Ghosts position 3 Y' numeric
@attribute 'Ghosts position 4 X' numeric
@attribute 'Ghosts position 4 Y' numeric
@attribute 'Distance to ghost 1' numeric
@attribute 'Distance to ghost 2' numeric
@attribute 'Distance to ghost 3' numeric
@attribute 'Distance to ghost 4' numeric
@attribute 'Current score' numeric
@attribute 'High score' {0,1}
@attribute 'Pacman direction' {North,South,East,West,Stop}

@data
76,26,5,1,1,1,1,1,1,3,1,25,4,7,1,?,?,2,?,525,0,North
77,25,5,1,1,1,1,1,1,3,1,26,4,7,1,?,?,2,?,524,0,West
78,24,5,1,1,1,1,1,1,3,1,27,4,7,1,?,?,4,?,523,0,West
79,23,5,1,1,1,0,1,1,3,1,27,5,7,1,?,?,4,?,522,0,West
80,23,4,1,1,1,1,1,1,3,1,27,5,7,1,?,?,5,?,521,0,South
81,24,4,1,1,1,1,1,1,3,1,28,5,7,1,?,?,5,?,520,0,East
82,25,4,1,1,1,1,1,1,3,1,28,4,7,1,?,?,3,?,519,0,East
83,25,5,1,1,1,1,1,1,3,1,28,3,7,1,?,?,5,?,518,0,North
84,26,5,1,1,1,1,1,1,3,1,28,4,7,1,?,?,3,?,517,0,East
85,27,5,1,1,1,1,1,1,3,1,28,4,7,1,?,?,2,?,516,0,East
86,27,4,1,1,1,1,1,1,3,1,28,5,7,1,?,?,2,?,515,0,South
87,28,4,1,1,0,1,1,1,3,1,27,5,7,1,?,?,2,?,514,0,East
3,2,18,0,0,1,1,5,9,11,3,17,6,26,7,12,24,27,36,-2,0,East
4,3,18,0,0,1,1,5,8,10,3,18,6,27,7,12,22,27,36,-3,0,East
5,2,18,0,0,1,1,4,8,11,3,18,5,28,7,12,24,29,37,-4,0,West
6,1,18,0,1,1,0,4,9,11,4,18,6,28,7,12,24,29,38,-5,0,West
7,1,18,0,1,1,0,4,9,11,3,18,6,28,7,12,25,29,38,-6,0,West
8,1,18,0,1,1,0,4,9,11,4,19,6,28,7,12,24,30,38,-7,0,West
9,1,18,0,1,1,0,4,9,11,4,19,5,28,7,12,24,31,37,-8,0,West
10,1,18,0,1,1,0,4,8,11,5,18,5,28,8,13,23,30,36,-9,0,West
11,1,17,1,1,0,0,4,7,10,5,18,6,28,9,13,21,28,35,-10,0,South
12,1,16,1,1,1,0,5,7,11,5,17,6,28,9,13,21,26,34,-11,0,South
13,1,15,1,1,1,0,5,8,11,4,17,5,28,9,11,21,26,33,-12,0,South
14,1,14,1,1,1,0,5,7,11,3,17,4,28,9,11,21,26,33,-13,0,South
15,1,13,1,1,0,0,5,8,10,3,18,4,28,8,9,19,26,31,-14,0,South
16,1,12,1,1,1,0,5,7,11,3,17,4,27,8,9,19,24,29,-15,0,South
17,1,11,1,1,0,0,6,7,11,4,17,4,27,9,9,17,23,27,-16,0,South
18,1,10,1,1,0,0,6,6,11,3,17,3,26,9,9,17,23,25,-17,0,South
19,1,9,1,1,0,0,6,7,11,3,16,3,25,9,7,16,21,25,-18,0,South
20,1,8,1,1,0,0,6,7,11,4,15,3,26,9,6,14,19,27,-19,0,South
21,1,7,1,1,0,0,6,7,11,3,15,4,27,9,5,14,17,29,-20,0,South
22,1,6,1,1,1,0,6,6,11,4,16,4,28,9,5,12,17,30,-21,0,South
23,2,6,0,1,1,1,6,7,10,4,15,4,28,9,5,10,15,30,-22,0,East
24,3,6,1,1,1,1,6,6,10,4,15,3,28,10,3,9,15,28,-23,0,East
25,4,6,1,1,1,1,6,6,11,4,15,3,28,9,2,9,14,26,-24,0,East
26,5,6,1,1,1,1,1,1,11,5,14,3,28,8,?,7,12,24,175,0,East
27,6,6,1,0,1,1,1,1,11,4,13,3,28,7,?,7,10,24,174,0,East
28,7,6,0,0,1,1,1,1,11,4,13,4,28,8,?,6,8,23,173,0,East
29,8,6,1,1,1,1,1,1,11,4,13,4,28,8,?,5,7,21,172,0,East
30,9,6,1,1,1,1,1,1,11,3,14,4,27,8,?,5,7,19,171,0,East
31,9,5,1,1,1,1,1,1,11,3,15,4,27,7,?,4,7,20,170,0,South
32,10,5,1,1,1,1,1,1,10,3,14,4,27,7,?,2,5,18,169,0,East
33,11,5,1,1,0,1,1,1,11,3,13,4,27,6,?,2,3,16,168,0,East
34,11,4,1,1,0,1,1,1,11,3,14,4,27,5,?,1,3,17,167,0,South
35,10,4,1,1,1,1,1,1,11,4,14,4,27,5,?,1,4,17,166,0,West
36,10,5,1,1,1,1,1,1,11,4,15,4,27,4,?,2,6,19,165,0,North
37,11,5,1,1,0,1,1,1,11,4,16,4,28,4,?,1,6,18,164,0,East
38,11,4,1,1,0,1,1,1,3,1,16,3,28,4,?,?,6,18,363,0,South
39,11,3,1,0,0,1,1,1,3,1,16,4,28,5,?,?,6,18,362,0,South
40,11,4,1,1,0,1,1,1,3,1,17,4,27,5,?,?,6,18,361,0,North
41,11,5,1,1,0,1,1,1,3,1,17,5,27,6,?,?,6,18,360,0,North
42,11,6,1,1,0,1,1,1,3,1,17,4,27,7,?,?,8,16,359,0,North
43,11,7,1,1,0,1,1,1,3,1,17,3,27,6,?,?,10,17,358,0,North
44,11,8,1,1,0,1,1,1,3,1,17,4,27,6,?,?,10,17,357,0,North
45,11,9,1,1,0,1,1,1,3,1,16,4,26,6,?,?,10,17,356,0,North
46,11,10,1,1,0,1,1,1,3,1,16,4,25,6,?,?,11,17,355,0,North
47,11,11,1,1,0,1,1,1,3,1,16,3,24,6,?,?,13,19,354,0,North
48,11,12,0,1,1,1,1,1,3,1,16,3,25,6,?,?,14,20,353,0,North
49,12,12,0,0,1,1,1,1,3,1,17,3,25,6,?,?,14,18,352,0,East
50,13,12,0,1,1,1,1,1,3,1,18,3,25,7,?,?,14,18,351,0,East
51,13,11,1,1,1,0,1,1,3,1,19,3,25,6,?,?,14,17,350,0,South
52,13,10,1,1,1,0,1,1,3,1,18,3,25,6,?,?,12,16,349,0,South
53,13,9,1,1,1,0,1,1,3,1,17,3,25,6,?,?,10,14,348,0,South
54,13,8,1,1,1,0,1,1,3,1,17,3,24,6,?,?,9,14,347,0,South
55,13,7,1,1,1,0,1,1,3,1,17,3,24,5,?,?,8,14,346,0,South
56,13,6,1,1,1,0,1,1,3,1,18,3,25,5,?,?,8,14,345,0,South
57,13,5,1,1,1,0,1,1,3,1,18,3,26,5,?,?,7,14,344,0,South
58,14,5,1,1,0,1,1,1,3,1,18,4,26,4,?,?,5,13,343,0,East
59,14,5,1,1,0,1,1,1,3,1,18,5,26,4,?,?,4,14,342,0,East
60,14,4,1,1,1,1,1,1,3,1,18,4,27,4,?,?,4,13,341,0,South
61,14,3,1,0,1,1,1,1,3,1,18,3,27,4,?,?,4,15,340,0,South
62,15,3,1,0,1,1,1,1,3,1,18,3,27,5,?,?,3,14,339,0,East
63,16,3,1,0,1,1,1,1,3,1,18,4,27,5,?,?,3,13,338,0,East
64,17,3,1,0,1,1,1,1,3,1,19,4,27,5,?,?,3,11,337,0,East
65,18,3,1,0,1,1,1,1,3,1,19,4,26,5,?,?,2,11,336,0,East
66,18,4,1,1,1,1,1,1,3,1,5,1,26,6,?,?,?,10,535,0,North
67,19,4,1,1,1,1,1,1,3,1,5,1,26,6,?,?,?,10,534,0,East
68,20,4,1,1,1,1,1,1,3,1,5,1,27,6,?,?,?,8,533,0,East
69,21,4,0,1,1,1,1,1,3,1,5,1,26,6,?,?,?,8,532,0,East
70,22,4,0,1,1,1,1,1,3,1,5,1,26,7,?,?,?,7,531,0,East
71,23,4,1,1,1,1,1,1,3,1,5,1,26,7,?,?,?,5,530,0,East
72,24,4,1,1,1,1,1,1,3,1,5,1,26,6,?,?,?,3,529,0,East
73,25,4,1,1,1,1,1,1,3,1,5,1,25,6,?,?,?,3,528,0,East
74,25,5,1,1,1,1,1,1,3,1,5,1,24,6,?,?,?,3,527,0,North
75,26,5,1,1,1,1,1,1,3,1,5,1,24,7,?,?,?,5,526,0,East
76,25,5,1,1,1,1,1,1,3,1,5,1,23,7,?,?,?,5,525,0,West
77,25,6,1,1,1,1,1,1,3,1,5,1,23,8,?,?,?,3,524,0,North
78,25,7,1,1,1,1,1,1,3,1,5,1,23,7,?,?,?,3,523,0,North
3,13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,-2,0,East
4,14,10,1,1,1,1,5,6,5,12,13,6,13,12,13,11,5,3,-3,0,East
5,14,11,1,1,1,1,5,6,5,12,13,6,13,12,14,10,6,2,-4,0,North
6,14,12,1,1,1,1,5,6,5,12,13,6,13,12,15,9,7,1,-5,0,North
7,13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,?,194,0,West
8,12,12,1,1,1,1,5,6,5,12,13,6,7,1,13,7,7,?,193,0,West
9,11,12,1,1,1,1,5,6,5,12,13,6,7,1,12,6,8,?,192,0,West
10,10,12,1,1,1,1,5,6,5,12,13,6,7,1,11,5,9,?,191,0,West
11,9,12,1,1,1,1,5,6,5,12,13,6,7,1,10,4,10,?,190,0,West
12,8,12,1,1,1,1,5,6,5,12,13,6,7,1,9,3,11,?,189,0,West
13,7,12,1,1,1,1,5,6,5,12,13,6,7,1,8,2,12,?,188,0,West
14,6,12,1,1,1,1,5,6,5,12,13,6,7,1,7,1,13,?,187,0,West
15,5,12,1,1,1,1,5,6,3,1,13,6,7,1,6,?,14,?,386,0,West
16,5,11,1,0,1,1,5,6,3,1,13,6,7,1,5,?,13,?,385,0,South
17,5,11,1,0,1,1,5,6,3,1,13,6,7,1,5,?,13,?,384,0,South
18,6,11,1,1,1,1,5,6,3,1,13,6,7,1,6,?,12,?,383,0,East
19,7,11,1,1,1,1,5,6,3,1,13,6,7,1,7,?,11,?,382,0,East
20,7,10,1,1,1,1,5,6,3,1,13,6,7,1,6,?,10,?,381,0,South
21,7,9,1,1,1,1,5,6,3,1,13,6,7,1,5,?,9,?,380,0,South
22,7,8,1,1,1,1,5,6,3,1,13,6,7,1,4,?,8,?,379,0,South
23,7,7,1,1,1,1,5,6,3,1,13,6,7,1,3,?,7,?,378,0,South
24,7,6,1,1,1,1,5,6,3,1,13,6,7,1,2,?,6,?,377,0,South
25,7,5,1,1,1,1,5,6,3,1,13,6,7,1,3,?,7,?,376,0,South
26,7,4,1,1,1,1,5,6,3,1,13,6,7,1,4,?,8,?,375,0,South
27,7,3,1,0,1,1,5,6,3,1,13,6,7,1,5,?,9,?,374,0,South
28,7,3,1,0,1,1,5,6,3,1,13,6,7,1,5,?,9,?,373,0,South
29,7,3,1,0,1,1,5,6,3,1,13,6,7,1,5,?,9,?,372,0,South
30,6,3,1,0,1,1,5,6,3,1,13,6,7,1,4,?,10,?,371,0,West
31,5,3,1,0,1,1,5,6,3,1,13,6,7,1,3,?,11,?,370,0,West
32,4,3,1,0,1,1,5,6,3,1,13,6,7,1,4,?,12,?,369,0,West
33,3,3,1,0,1,1,5,6,3,1,13,6,7,1,5,?,13,?,368,0,West
34,2,3,1,0,1,1,5,6,3,1,13,6,7,1,6,?,14,?,367,0,West
35,1,3,1,0,1,0,5,6,3,1,13,6,7,1,7,?,15,?,366,0,West
36,1,3,1,0,1,0,5,6,3,1,13,6,7,1,7,?,15,?,365,0,West
37,1,3,1,0,1,0,5,6,3,1,13,6,7,1,7,?,15,?,364,0,West
38,1,3,1,0,1,0,5,6,3,1,13,6,7,1,7,?,15,?,363,0,West
39,1,4,1,1,1,0,5,6,3,1,13,6,7,1,6,?,14,?,362,0,North
40,1,5,1,1,1,0,5,6,3,1,13,6,7,1,5,?,13,?,361,0,North
41,2,5,1,1,1,1,5,6,3,1,13,6,7,1,4,?,12,?,360,0,East
42,3,5,1,1,1,1,5,6,3,1,13,6,7,1,3,?,11,?,359,0,East
43,4,5,1,1,1,1,5,6,3,1,13,6,7,1,2,?,10,?,358,0,East
44,4,6,1,1,1,1,5,6,3,1,13,6,7,1,1,?,9,?,357,0,North
45,5,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,8,?,556,0,East
46,6,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,7,?,555,0,East
47,7,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,6,?,554,0,East
48,8,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,5,?,553,0,East
49,9,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,4,?,552,0,East
50,10,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,3,?,551,0,East
51,11,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,2,?,550,0,East
4,13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,-3,0,East
5,14,10,1,1,1,1,5,6,5,12,13,6,13,12,13,11,5,3,-4,0,East
6,14,11,1,1,1,1,5,6,5,12,13,6,13,12,14,10,6,2,-5,0,North
7,14,12,1,1,1,1,5,6,5,12,13,6,13,12,15,9,7,1,-6,0,North
8,13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,?,193,0,West
9,12,12,1,1,1,1,5,6,5,12,13,6,7,1,13,7,7,?,192,0,West
10,11,12,1,1,1,1,5,6,5,12,13,6,7,1,12,6,8,?,191,0,West
11,10,12,1,1,1,1,5,6,5,12,13,6,7,1,11,5,9,?,190,0,West
12,9,12,1,1,1,1,5,6,5,12,13,6,7,1,10,4,10,?,189,0,West
13,8,12,1,1,1,1,5,6,5,12,13,6,7,1,9,3,11,?,188,0,West
14,7,12,1,1,1,1,5,6,5,12,13,6,7,1,8,2,12,?,187,0,West
15,6,12,1,1,1,1,5,6,5,12,13,6,7,1,7,1,13,?,186,0,West
16,5,12,1,1,1,1,5,6,3,1,13,6,7,1,6,?,14,?,385,0,West
17,6,12,1,1,1,1,5,6,3,1,13,6,7,1,7,?,13,?,384,0,East
18,7,12,1,1,1,1,5,6,3,1,13,6,7,1,8,?,12,?,383,0,East
19,7,11,1,1,1,1,5,6,3,1,13,6,7,1,7,?,11,?,382,0,South
20,7,10,1,1,1,1,5,6,3,1,13,6,7,1,6,?,10,?,381,0,South
21,7,9,1,1,1,1,5,6,3,1,13,6,7,1,5,?,9,?,380,0,South
22,7,8,1,1,1,1,5,6,3,1,13,6,7,1,4,?,8,?,379,0,South
23,7,7,1,1,1,1,5,6,3,1,13,6,7,1,3,?,7,?,378,0,South
24,7,6,1,1,1,1,5,6,3,1,13,6,7,1,2,?,6,?,377,0,South
25,6,6,1,1,1,1,5,6,3,1,13,6,7,1,1,?,7,?,376,0,West
26,5,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,8,?,575,0,West
27,6,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,7,?,574,0,East
28,7,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,6,?,573,0,East
29,8,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,5,?,572,0,East
30,9,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,4,?,571,0,East
31,10,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,3,?,570,0,East
32,11,6,1,1,1,1,1,1,3,1,13,6,7,1,?,?,2,?,569,0,East
4,2,18,0,0,1,1,4,9,9,4,17,6,24,8,11,21,27,33,-3,0,East
5,3,18,0,0,1,1,5,9,9,4,17,5,24,7,11,20,27,33,-4,0,East
6,2,18,0,0,1,1,5,10,10,4,17,6,24,6,11,22,27,33,-5,0,West
7,1,18,0,1,1,0,4,10,10,3,17,6,23,6,11,24,28,34,-6,0,West
8,1,17,1,1,0,0,3,10,9,3,18,6,23,6,9,22,28,34,-7,0,South
9,1,16,1,1,1,0,3,10,9,4,17,6,23,5,8,20,26,33,-8,0,South
10,1,15,1,1,1,0,3,9,10,4,18,6,23,5,8,20,26,33,-9,0,South
11,1,14,1,1,1,0,3,8,10,4,18,5,23,4,8,19,26,32,-10,0,South
12,1,13,1,1,0,0,3,8,10,3,18,5,23,4,7,19,25,30,-11,0,South
13,1,12,1,1,1,0,3,7,10,4,18,4,22,4,7,17,25,30,-12,0,South
14,1,11,1,1,0,0,3,8,11,4,18,3,22,3,5,17,25,28,-13,0,South
15,1,10,1,1,0,0,4,8,11,4,19,3,22,4,5,16,25,28,-14,0,South
16,1,9,1,1,0,0,4,7,11,3,18,3,22,3,5,16,23,26,-15,0,South
17,1,8,1,1,0,0,4,7,10,3,19,3,21,3,4,14,23,24,-16,0,South
18,1,7,1,1,0,0,3,7,9,3,19,3,20,3,2,12,22,24,-17,0,South
19,1,6,1,1,1,0,3,7,9,3,18,3,21,3,3,11,20,22,-18,0,South
20,2,6,0,1,1,1,3,8,9,3,18,3,21,4,3,10,19,22,-19,0,East
21,3,6,1,1,1,1,3,9,9,4,17,3,21,3,3,8,17,22,-20,0,East
22,3,7,1,1,1,0,3,8,9,4,17,3,22,3,1,9,18,23,-21,0,North
23,3,8,1,1,1,0,1,1,8,4,18,3,22,3,?,9,20,23,178,0,North
24,3,9,1,1,1,0,1,1,8,5,18,4,22,4,?,9,20,23,177,0,North
25,4,9,1,1,1,1,1,1,8,4,19,4,21,4,?,9,20,23,176,0,East
26,5,9,1,1,1,1,1,1,8,3,19,3,21,3,?,9,20,21,175,0,East
27,5,8,1,1,1,1,1,1,9,3,18,3,20,3,?,9,18,20,174,0,South
28,5,7,1,1,1,1,1,1,8,3,17,3,20,3,?,7,16,18,173,0,South
29,6,7,1,1,0,1,1,1,8,3,16,3,20,4,?,6,14,18,172,0,East
30,6,7,1,1,0,1,1,1,7,3,16,3,20,3,?,5,14,17,171,0,East
31,6,7,1,1,0,1,1,1,6,3,16,4,19,3,?,4,13,16,170,0,East
32,6,6,1,0,1,1,1,1,5,3,16,4,19,4,?,4,12,16,169,0,South
33,7,6,0,0,1,1,1,1,5,3,17,4,19,3,?,5,12,14,168,0,East
34,8,6,1,1,1,1,1,1,4,3,16,4,18,3,?,7,10,12,167,0,East
35,8,5,1,1,1,0,1,1,4,4,15,4,18,4,?,5,8,10,166,0,South
36,8,4,1,1,1,0,1,1,4,5,15,4,18,5,?,5,7,10,165,0,South
37,8,3,1,0,1,1,1,1,3,5,15,3,18,4,?,7,7,12,164,0,South
38,7,3,0,0,1,1,1,1,3,5,16,3,19,4,?,6,9,14,163,0,West
39,6,3,0,0,1,1,1,1,3,6,17,3,20,4,?,6,11,16,162,0,West
40,5,3,1,0,1,1,1,1,2,6,17,3,21,4,?,6,12,16,161,0,West
41,4,3,1,0,1,1,1,1,2,5,17,3,20,4,?,4,13,18,160,0,West
42,3,3,1,0,1,1,1,1,3,5,17,3,21,4,?,2,14,20,159,0,West
43,2,3,1,0,1,1,1,1,3,4,17,4,22,4,?,2,16,20,158,0,West
44,2,4,1,1,1,1,1,1,3,1,17,4,22,3,?,?,15,20,357,0,North
45,3,4,1,1,1,1,1,1,3,1,18,4,21,3,?,?,15,20,356,0,East
46,4,4,1,1,1,1,1,1,3,1,18,5,22,3,?,?,15,18,355,0,East
47,5,4,1,1,0,1,1,1,3,1,19,5,21,3,?,?,15,17,354,0,East
48,5,4,1,1,0,1,1,1,3,1,19,5,21,3,?,?,15,16,353,0,East
49,5,4,1,1,0,1,1,1,3,1,19,5,21,4,?,?,15,17,352,0,East
50,5,3,1,0,1,1,1,1,3,1,20,5,21,3,?,?,17,15,351,0,South
51,6,3,0,0,1,1,1,1,3,1,19,5,20,3,?,?,15,15,350,0,East
52,7,3,0,0,1,1,1,1,3,1,19,4,20,4,?,?,13,15,349,0,East
53,8,3,1,0,1,1,1,1,3,1,18,4,21,4,?,?,11,15,348,0,East
54,9,3,1,0,1,1,1,1,3,1,18,3,22,4,?,?,9,15,347,0,East
55,10,3,1,0,1,1,1,1,3,1,19,3,23,4,?,?,9,14,346,0,East
56,10,4,1,1,1,1,1,1,3,1,20,3,23,4,?,?,11,14,345,0,North
57,10,5,1,1,1,1,1,1,3,1,20,3,24,4,?,?,12,15,344,0,North
58,10,6,1,1,1,1,1,1,3,1,20,4,24,4,?,?,12,15,343,0,North
59,10,7,1,1,1,1,1,1,3,1,21,4,24,5,?,?,14,15,342,0,North
60,10,8,1,1,1,1,1,1,3,1,22,4,23,5,?,?,16,15,341,0,North
61,10,9,1,1,1,1,1,1,3,1,23,4,23,6,?,?,18,15,340,0,North
62,10,10,1,1,1,1,1,1,3,1,24,4,22,6,?,?,20,17,339,0,North
63,10,11,1,1,1,1,1,1,3,1,25,4,23,6,?,?,22,17,338,0,North
64,10,12,1,1,1,1,1,1,3,1,25,4,23,7,?,?,23,19,337,0,North
65,11,12,0,1,1,1,1,1,3,1,25,4,23,6,?,?,22,18,336,0,East
66,12,12,0,0,1,1,1,1,3,1,25,5,23,6,?,?,20,18,335,0,East
67,13,12,0,1,1,1,1,1,3,1,26,5,23,5,?,?,20,16,334,0,East
68,14,12,1,1,1,1,1,1,3,1,26,4,23,6,?,?,20,16,333,0,East
69,15,12,0,1,1,1,1,1,3,1,27,4,23,5,?,?,20,16,332,0,East
70,16,12,0,1,1,1,1,1,3,1,27,3,23,4,?,?,20,16,331,0,East
71,17,12,1,1,1,1,1,1,3,1,27,4,24,4,?,?,18,16,330,0,East
72,18,12,1,1,1,1,1,1,3,1,27,4,25,4,?,?,17,16,329,0,East
73,19,12,1,1,1,1,1,1,3,1,27,4,26,4,?,?,16,16,328,0,East
74,19,11,1,1,1,1,1,1,3,1,27,3,27,4,?,?,16,16,327,0,South
75,20,11,1,1,0,1,1,1,3,1,28,3,27,3,?,?,16,14,326,0,East
76,20,11,1,1,0,1,1,1,3,1,27,3,27,4,?,?,15,13,325,0,East
77,20,10,1,0,1,1,1,1,3,1,27,3,27,5,?,?,14,11,324,0,South
78,21,10,0,0,1,1,1,1,3,1,28,3,27,6,?,?,14,10,323,0,East
79,22,10,1,0,1,1,1,1,3,1,28,2,27,6,?,?,14,10,322,0,East
80,23,10,1,1,1,1,1,1,3,1,28,2,27,5,?,?,13,9,321,0,East
81,24,10,1,1,1,1,1,1,3,1,27,2,27,5,?,?,11,9,320,0,East
82,25,10,1,1,1,1,1,1,3,1,27,2,28,5,?,?,10,7,319,0,East
83,26,10,1,1,1,1,1,1,3,1,28,2,27,5,?,?,10,6,318,0,East
84,26,9,1,1,1,1,1,1,3,1,28,3,27,5,?,?,8,5,317,0,South
85,26,8,1,1,1,1,1,1,3,1,28,4,27,5,?,?,6,4,316,0,South
86,26,7,1,1,1,1,1,1,3,1,28,3,27,5,?,?,6,4,315,0,South
87,26,6,1,1,1,1,1,1,3,1,27,3,27,4,?,?,4,4,314,0,South
88,26,5,1,1,1,1,1,1,3,1,28,3,28,4,?,?,4,3,313,0,South
89,26,4,1,1,1,1,1,1,3,1,28,3,28,4,?,?,3,3,312,0,South
5,1,17,1,1,0,0,5,9,11,3,17,6,25,7,12,24,27,34,-4,0,South
6,1,16,1,1,1,0,5,9,11,3,17,6,25,7,11,23,26,33,-5,0,South
7,1,15,1,1,1,0,5,9,11,3,17,6,25,7,10,22,25,32,-6,0,South
8,1,14,1,1,1,0,5,9,11,3,17,6,25,7,9,21,24,31,-7,0,South
9,1,13,1,1,0,0,5,9,11,3,17,6,25,7,8,20,23,30,-8,0,South
10,1,12,1,1,1,0,5,9,11,3,17,6,25,7,7,19,22,29,-9,0,South
11,1,11,1,1,0,0,5,9,11,3,17,6,25,7,6,18,21,28,-10,0,South
12,1,10,1,1,0,0,5,9,11,3,17,6,25,7,5,17,20,27,-11,0,South
13,1,9,1,1,0,0,5,9,11,3,17,6,25,7,4,16,19,26,-12,0,South
14,1,8,1,1,0,0,5,9,11,3,17,6,25,7,5,15,18,25,-13,0,South
15,1,7,1,1,0,0,5,9,11,3,17,6,25,7,6,14,17,24,-14,0,South
16,1,6,1,1,1,0,5,9,11,3,17,6,25,7,7,13,16,25,-15,0,South
17,2,6,0,1,1,1,5,9,11,3,17,6,25,7,6,12,15,24,-16,0,East
18,3,6,1,1,1,1,5,9,11,3,17,6,25,7,5,11,14,23,-17,0,East
19,4,6,1,1,1,1,5,9,11,3,17,6,25,7,4,10,13,22,-18,0,East
20,5,6,1,1,1,1,5,9,11,3,17,6,25,7,3,9,12,21,-19,0,East
21,5,7,1,1,1,1,5,9,11,3,17,6,25,7,2,10,13,20,-20,0,North
22,5,8,1,1,1,1,5,9,11,3,17,6,25,7,1,11,14,21,-21,0,North
23,5,9,1,1,1,1,1,1,11,3,17,6,25,7,?,12,15,22,178,0,North
24,5,10,0,1,1,1,1,1,11,3,17,6,25,7,?,13,16,23,177,0,North
25,5,9,1,1,1,1,1,1,11,3,17,6,25,7,?,12,15,22,176,0,South
26,5,8,1,1,1,1,1,1,11,3,17,6,25,7,?,11,14,21,175,0,South
27,5,7,1,1,1,1,1,1,11,3,17,6,25,7,?,10,13,20,174,0,South
28,5,6,1,1,1,1,1,1,11,3,17,6,25,7,?,9,12,21,173,0,South
29,5,5,1,1,0,1,1,1,11,3,17,6,25,7,?,8,13,22,172,0,South
30,5,4,1,1,0,1,1,1,11,3,17,6,25,7,?,7,14,23,171,0,South
31,5,3,1,0,1,1,1,1,11,3,17,6,25,7,?,6,15,24,170,0,South
32,6,3,0,0,1,1,1,1,11,3,17,6,25,7,?,5,14,23,169,0,East
33,7,3,0,0,1,1,1,1,11,3,17,6,25,7,?,4,13,22,168,0,East
34,8,3,1,0,1,1,1,1,11,3,17,6,25,7,?,3,12,21,167,0,East
35,9,3,1,0,1,1,1,1,11,3,17,6,25,7,?,2,11,20,166,0,East
36,10,3,1,0,1,1,1,1,11,3,17,6,25,7,?,1,10,19,165,0,East
37,11,3,1,0,0,1,1,1,3,1,17,6,25,7,?,?,9,18,364,0,East
38,11,4,1,1,0,1,1,1,3,1,17,6,25,7,?,?,8,17,363,0,North
39,11,5,1,1,0,1,1,1,3,1,17,6,25,7,?,?,7,16,362,0,North
