@relation all_data_pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L5

@attribute 'Legal action North' {False,True}
@attribute 'Legal action South' {False,True}
@attribute 'Legal action East' {False,True}
@attribute 'Legal action West' {False,True}
@attribute 'North ghost 1' numeric
@attribute 'South ghost 1' numeric
@attribute 'East ghost 1' numeric
@attribute 'West ghost 1' numeric
@attribute 'North ghost 2' numeric
@attribute 'South ghost 2' numeric
@attribute 'East ghost 2' numeric
@attribute 'West ghost 2' numeric
@attribute 'North ghost 3' numeric
@attribute 'South ghost 3' numeric
@attribute 'East ghost 3' numeric
@attribute 'West ghost 3' numeric
@attribute 'North ghost 4' numeric
@attribute 'South ghost 4' numeric
@attribute 'East ghost 4' numeric
@attribute 'West ghost 4' numeric
@attribute 'Pacman direction' {North,South,East,West,Stop}
@attribute 'Current score' numeric
@attribute 'Future score' numeric

@data
False,True,True,True,?,?,?,?,?,?,?,?,?,10,8,10,?,25,25,23,East,347,346
True,True,True,True,?,?,?,?,?,?,?,?,8,8,6,8,25,27,25,25,East,346,345
True,True,True,True,?,?,?,?,?,?,?,?,8,6,6,8,24,26,24,26,East,345,344
True,False,True,True,?,?,?,?,?,?,?,?,6,?,4,6,26,?,26,28,South,344,343
True,False,True,True,?,?,?,?,?,?,?,?,4,?,2,4,25,?,25,27,East,343,342
True,False,True,True,?,?,?,?,?,?,?,?,4,?,2,4,23,?,23,25,East,342,341
True,False,True,True,?,?,?,?,?,?,?,?,3,?,1,3,21,?,21,23,East,341,340
True,False,True,True,?,?,?,?,?,?,?,?,2,?,0,2,20,?,20,22,East,340,539
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,20,?,22,22,East,539,538
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,19,21,21,21,North,538,537
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,17,19,19,?,North,537,536
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,15,17,17,17,North,536,535
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,13,15,15,?,North,535,534
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,11,13,13,13,North,534,533
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,11,13,13,?,North,533,532
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,13,13,13,11,North,532,531
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,12,?,12,10,West,531,530
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,8,West,530,529
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,7,?,9,9,West,529,528
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,7,9,?,9,North,528,527
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,7,9,?,9,North,527,526
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,6,8,?,8,North,526,525
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,4,6,?,6,North,525,524
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,6,6,4,?,North,524,523
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,5,?,3,5,East,523,522
True,True,False,False,19,17,?,?,25,23,?,?,28,26,?,?,29,29,?,?,South,-1,-2
True,True,True,False,18,16,18,?,24,22,22,?,27,25,25,?,30,28,28,?,South,-2,-3
True,True,True,False,17,15,17,?,23,21,21,?,26,24,24,?,29,29,27,?,South,-3,-4
True,True,True,False,16,14,16,?,22,20,20,?,25,23,23,?,28,30,28,?,South,-4,-5
True,True,False,False,15,13,?,?,21,19,?,?,24,22,?,?,29,29,?,?,South,-5,-6
True,True,True,False,14,12,14,?,20,18,18,?,23,23,21,?,30,30,28,?,South,-6,-7
True,True,False,False,13,11,?,?,19,17,?,?,22,24,?,?,29,31,?,?,South,-7,-8
True,True,False,False,12,10,?,?,18,16,?,?,23,25,?,?,30,32,?,?,South,-8,-9
True,True,False,False,11,9,?,?,17,15,?,?,24,26,?,?,31,33,?,?,South,-9,-10
True,True,False,False,10,8,?,?,16,14,?,?,25,27,?,?,32,34,?,?,South,-10,-11
True,True,False,False,9,7,?,?,15,13,?,?,26,28,?,?,33,35,?,?,South,-11,-12
True,True,True,False,8,8,6,?,14,12,12,?,27,29,27,?,34,36,34,?,South,-12,-13
False,True,True,True,?,7,5,7,?,11,11,13,?,28,26,28,?,35,33,35,East,-13,-14
True,True,True,True,4,6,4,6,12,10,10,12,27,27,25,27,34,34,32,34,East,-14,-15
True,True,True,False,3,5,3,?,13,11,11,?,28,26,26,?,35,33,33,?,North,-15,-16
True,True,True,False,2,4,2,?,14,12,12,?,29,27,27,?,36,34,34,?,North,-16,-17
True,True,True,False,3,3,1,?,15,13,13,?,30,28,28,?,37,35,35,?,North,-17,-18
True,True,True,True,2,2,0,2,14,12,12,14,29,27,27,29,36,34,34,36,East,-18,181
True,True,True,True,?,?,?,?,13,11,11,13,28,26,26,28,35,33,33,35,East,181,180
True,True,True,True,?,?,?,?,12,10,10,12,27,25,25,27,34,32,32,34,South,180,179
True,True,True,True,?,?,?,?,11,9,9,11,26,24,24,26,33,31,31,33,South,179,178
True,True,True,True,?,?,?,?,10,8,8,10,25,25,23,25,32,32,30,32,South,178,177
True,True,False,True,?,?,?,?,9,7,?,9,24,26,?,26,31,33,?,33,South,177,176
True,True,False,True,?,?,?,?,8,6,?,8,25,27,?,27,32,34,?,34,South,176,175
True,False,True,True,?,?,?,?,7,?,5,7,26,?,26,28,33,?,33,35,South,175,174
False,False,True,True,?,?,?,?,?,?,4,6,?,?,25,27,?,?,32,34,East,174,173
False,False,True,True,?,?,?,?,?,?,3,5,?,?,24,26,?,?,31,33,East,173,172
True,False,True,True,?,?,?,?,4,?,2,4,23,?,23,25,30,?,30,32,East,172,171
True,False,True,True,?,?,?,?,3,?,1,3,22,?,22,24,29,?,29,31,East,171,170
True,False,True,True,?,?,?,?,2,?,0,2,21,?,21,23,28,?,28,30,East,170,369
True,False,False,True,?,?,?,?,?,?,?,?,20,?,?,22,27,?,?,29,East,369,368
True,True,False,True,?,?,?,?,?,?,?,?,19,21,?,21,26,28,?,28,North,368,367
True,True,False,True,?,?,?,?,?,?,?,?,18,20,?,20,25,27,?,27,North,367,366
True,True,False,True,?,?,?,?,?,?,?,?,17,19,?,19,24,26,?,26,North,366,365
True,True,False,True,?,?,?,?,?,?,?,?,16,18,?,18,23,25,?,25,North,365,364
True,True,False,True,?,?,?,?,?,?,?,?,15,17,?,17,22,24,?,24,North,364,363
True,True,False,True,?,?,?,?,?,?,?,?,14,16,?,16,21,23,?,23,North,363,362
True,True,False,True,?,?,?,?,?,?,?,?,13,15,?,15,20,22,?,22,North,362,361
True,True,False,True,?,?,?,?,?,?,?,?,12,14,?,14,19,21,?,21,North,361,360
False,True,True,True,?,?,?,?,?,?,?,?,?,13,11,13,?,20,18,20,North,360,359
False,False,True,True,?,?,?,?,?,?,?,?,?,?,10,12,?,?,17,19,East,359,358
False,True,True,True,?,?,?,?,?,?,?,?,?,9,9,11,?,18,16,18,East,358,357
True,True,True,False,?,?,?,?,?,?,?,?,10,8,8,?,17,19,17,?,South,357,356
True,True,True,False,?,?,?,?,?,?,?,?,9,7,7,?,18,20,18,?,South,356,355
True,True,True,False,?,?,?,?,?,?,?,?,8,6,6,?,19,21,19,?,South,355,354
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,20,22,20,?,South,354,353
True,True,True,False,?,?,?,?,?,?,?,?,6,4,4,?,21,23,21,?,South,353,352
True,True,True,False,?,?,?,?,?,?,?,?,5,5,3,?,22,24,22,?,South,352,351
True,True,True,True,?,?,?,?,?,?,?,?,4,4,2,4,21,23,23,23,East,351,350
False,False,True,True,?,?,?,?,?,?,?,?,?,?,1,3,?,?,24,22,East,350,349
False,False,True,True,?,?,?,?,?,?,?,?,?,?,0,2,?,?,25,23,East,349,548
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,26,24,24,East,548,547
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,25,23,25,East,547,546
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,24,22,24,East,546,545
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,23,21,23,East,545,544
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20,22,East,544,543
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,21,East,543,542
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,18,20,20,20,East,542,541
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,17,19,19,?,North,541,540
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,16,18,18,18,North,540,539
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,15,17,17,?,North,539,538
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,16,16,16,14,North,538,537
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,15,?,15,13,West,537,536
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14,12,West,536,535
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,11,?,13,13,West,535,534
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,10,12,?,12,North,534,533
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,9,11,?,11,North,533,532
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,8,10,?,10,North,532,531
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,7,9,?,9,North,531,530
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,8,8,6,?,North,530,529
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,7,?,5,7,East,529,528
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,6,4,4,6,East,528,527
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,5,5,3,?,South,527,526
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,4,4,2,4,East,526,525
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,3,?,1,3,East,525,524
True,True,False,False,18,16,?,?,24,22,?,?,29,27,?,?,35,33,?,?,South,-1,-2
True,True,True,False,18,16,18,?,22,20,20,?,29,27,27,?,33,31,31,?,South,-2,-3
True,True,True,False,16,14,16,?,20,18,18,?,27,25,25,?,33,31,31,?,South,-3,-4
True,True,True,False,16,14,16,?,19,17,17,?,27,25,25,?,31,29,29,?,South,-4,-5
True,True,False,False,16,14,?,?,19,17,?,?,26,24,?,?,30,28,?,?,South,-5,-6
True,True,True,False,14,12,14,?,17,15,15,?,26,26,24,?,28,28,26,?,South,-6,-7
True,True,False,False,14,12,?,?,15,13,?,?,26,28,?,?,26,28,?,?,South,-7,-8
True,True,False,False,12,10,?,?,13,11,?,?,26,28,?,?,27,29,?,?,South,-8,-9
True,True,False,False,12,10,?,?,13,11,?,?,28,30,?,?,27,29,?,?,South,-9,-10
True,True,False,False,10,8,?,?,13,11,?,?,29,31,?,?,27,29,?,?,South,-10,-11
True,True,False,False,10,8,?,?,11,9,?,?,29,31,?,?,28,30,?,?,South,-11,-12
True,True,True,False,9,9,7,?,11,11,9,?,29,31,29,?,28,30,28,?,South,-12,-13
False,True,True,True,?,7,5,7,?,9,7,9,?,29,27,29,?,29,27,29,East,-13,-14
True,True,True,True,3,5,3,5,8,8,6,8,28,28,26,28,29,29,27,29,East,-14,-15
True,True,True,False,4,4,2,?,10,8,8,?,30,28,28,?,31,29,29,?,North,-15,-16
True,True,True,True,3,3,1,3,8,6,6,8,30,28,28,30,29,27,27,29,East,-16,-17
True,True,True,True,1,3,1,3,7,5,5,7,28,26,26,28,29,27,27,29,East,-17,-18
True,True,True,True,2,2,0,2,8,6,6,8,30,28,28,30,31,29,29,31,North,-18,181
True,True,False,True,?,?,?,?,8,6,?,8,29,27,?,29,29,27,?,29,East,181,180
True,True,False,True,?,?,?,?,6,4,?,6,29,27,?,29,27,25,?,27,South,180,179
True,False,True,True,?,?,?,?,4,?,2,4,28,?,26,28,26,?,24,26,South,179,178
False,False,True,True,?,?,?,?,?,?,0,2,?,?,25,27,?,?,24,26,East,178,377
True,True,True,True,?,?,?,?,?,?,?,?,23,25,23,25,24,26,24,26,East,377,376
True,True,True,False,?,?,?,?,?,?,?,?,22,24,22,?,22,24,22,?,North,376,375
True,True,True,False,?,?,?,?,?,?,?,?,22,24,22,?,20,22,20,?,North,375,374
True,True,True,False,?,?,?,?,?,?,?,?,20,22,20,?,20,22,20,?,North,374,373
True,True,True,False,?,?,?,?,?,?,?,?,18,20,18,?,19,21,19,?,North,373,372
True,True,True,False,?,?,?,?,?,?,?,?,17,19,17,?,18,20,18,?,North,372,371
True,True,True,True,?,?,?,?,?,?,?,?,19,19,17,19,20,20,18,20,North,371,370
True,True,True,True,?,?,?,?,?,?,?,?,19,19,17,19,18,18,16,18,East,370,369
True,True,True,True,?,?,?,?,?,?,?,?,19,19,17,19,18,18,16,18,East,369,368
False,True,True,True,?,?,?,?,?,?,?,?,?,19,17,19,?,18,16,18,East,368,367
False,False,True,True,?,?,?,?,?,?,?,?,?,?,15,17,?,?,15,17,East,367,366
False,True,True,True,?,?,?,?,?,?,?,?,?,15,15,17,?,13,13,15,East,366,365
True,True,True,False,?,?,?,?,?,?,?,?,17,15,15,?,13,11,11,?,South,365,364
True,True,True,False,?,?,?,?,?,?,?,?,15,13,13,?,13,13,11,?,South,364,363
True,True,True,True,?,?,?,?,?,?,?,?,15,13,13,15,13,11,11,13,East,363,362
True,True,False,True,?,?,?,?,?,?,?,?,15,13,?,15,13,11,?,13,South,362,361
True,True,True,True,?,?,?,?,?,?,?,?,15,13,13,15,11,11,9,11,South,361,360
False,False,True,True,?,?,?,?,?,?,?,?,?,?,13,15,?,?,9,11,East,360,359
False,False,True,True,?,?,?,?,?,?,?,?,?,?,13,15,?,?,7,9,East,359,358
False,False,True,True,?,?,?,?,?,?,?,?,?,?,12,14,?,?,5,7,East,358,357
False,False,True,True,?,?,?,?,?,?,?,?,?,?,12,14,?,?,5,7,East,357,356
False,False,True,True,?,?,?,?,?,?,?,?,?,?,10,12,?,?,3,5,East,356,355
False,False,True,True,?,?,?,?,?,?,?,?,?,?,10,12,?,?,2,4,East,355,354
False,False,True,True,?,?,?,?,?,?,?,?,?,?,8,10,?,?,0,2,East,354,353
False,False,True,True,?,?,?,?,?,?,?,?,?,?,6,8,?,?,0,2,East,353,352
True,True,True,True,?,?,?,?,?,?,?,?,7,5,5,7,2,2,0,2,East,352,351
True,True,True,True,?,?,?,?,?,?,?,?,5,3,3,5,2,0,2,2,East,351,550
True,True,True,True,?,?,?,?,?,?,?,?,5,3,3,5,2,2,2,0,South,550,549
True,True,False,False,18,16,?,?,24,22,?,?,28,26,?,?,35,33,?,?,South,-1,-2
True,True,True,False,17,15,17,?,23,21,21,?,27,25,25,?,35,33,33,?,South,-2,-3
True,True,True,False,15,13,15,?,23,21,21,?,27,25,25,?,35,33,33,?,South,-3,-4
True,True,True,False,15,13,15,?,21,19,19,?,27,25,25,?,34,32,32,?,South,-4,-5
True,True,False,False,15,13,?,?,19,17,?,?,25,23,?,?,32,30,?,?,South,-5,-6
True,True,True,False,13,11,13,?,17,15,15,?,25,25,23,?,32,32,30,?,South,-6,-7
True,True,False,False,11,9,?,?,16,14,?,?,25,27,?,?,32,34,?,?,South,-7,-8
True,True,False,False,9,7,?,?,14,12,?,?,25,27,?,?,32,34,?,?,South,-8,-9
True,True,False,False,9,7,?,?,13,11,?,?,27,29,?,?,32,34,?,?,South,-9,-10
True,True,False,False,9,7,?,?,12,10,?,?,29,31,?,?,34,36,?,?,South,-10,-11
True,True,False,False,7,5,?,?,10,8,?,?,31,33,?,?,34,36,?,?,South,-11,-12
True,True,True,False,7,7,5,?,9,9,7,?,32,34,32,?,35,37,35,?,South,-12,-13
False,True,True,True,?,6,4,6,?,8,6,8,?,33,31,33,?,35,33,35,East,-13,-14
True,True,True,True,2,4,4,4,8,8,6,8,31,31,29,31,34,34,32,34,East,-14,-15
True,True,True,False,2,4,4,?,8,6,6,?,31,29,29,?,35,33,33,?,North,-15,-16
True,True,True,False,1,3,3,?,10,8,8,?,31,29,29,?,35,33,33,?,North,-16,-17
True,True,True,False,1,3,1,?,10,8,8,?,33,31,31,?,37,35,35,?,North,-17,-18
False,True,True,False,?,1,1,?,?,9,9,?,?,31,31,?,?,35,35,?,North,-18,-19
True,True,True,False,3,1,1,?,10,8,8,?,33,31,31,?,35,33,33,?,South,-19,-20
True,True,True,False,3,3,1,?,8,6,6,?,31,29,29,?,34,32,32,?,South,-20,-21
True,True,True,True,1,3,1,3,8,6,6,8,29,27,27,29,33,31,31,33,East,-21,178
True,True,True,True,?,?,?,?,9,7,7,9,31,29,29,31,33,31,31,33,North,178,177
True,True,True,True,?,?,?,?,9,7,7,9,29,27,27,29,31,29,29,31,South,177,176
True,True,True,True,?,?,?,?,7,5,5,7,27,25,25,27,31,29,29,31,South,176,175
True,True,True,True,?,?,?,?,7,7,5,7,27,27,25,27,31,31,29,31,South,175,174
True,True,True,True,?,?,?,?,7,7,5,7,27,27,25,27,30,30,28,30,East,174,173
True,False,True,True,?,?,?,?,7,?,5,7,26,?,24,26,29,?,27,29,East,173,172
False,False,True,True,?,?,?,?,?,?,4,6,?,?,24,26,?,?,27,29,East,172,171
True,True,True,True,?,?,?,?,3,5,3,5,22,24,22,24,25,27,25,27,East,171,170
True,True,True,False,?,?,?,?,4,4,2,?,20,22,20,?,24,26,24,?,North,170,169
True,True,True,True,?,?,?,?,3,3,1,3,20,22,20,22,23,25,23,25,East,169,168
True,True,True,True,?,?,?,?,2,2,0,2,18,20,18,20,21,23,21,23,East,168,367
True,True,False,True,?,?,?,?,?,?,?,?,17,19,?,19,19,21,?,21,East,367,366
True,True,False,True,?,?,?,?,?,?,?,?,17,19,?,19,18,20,?,20,North,366,365
True,True,False,True,?,?,?,?,?,?,?,?,16,18,?,18,17,19,?,19,North,365,364
True,True,False,True,?,?,?,?,?,?,?,?,16,18,?,18,17,19,?,19,North,364,363
True,True,False,True,?,?,?,?,?,?,?,?,14,16,?,16,15,17,?,17,North,363,362
False,True,True,True,?,?,?,?,?,?,?,?,?,14,12,14,?,15,13,15,North,362,361
False,False,True,True,?,?,?,?,?,?,?,?,?,?,12,14,?,?,12,14,East,361,360
False,True,True,True,?,?,?,?,?,?,?,?,?,10,10,12,?,11,11,13,East,360,359
True,True,True,False,?,?,?,?,?,?,?,?,10,8,8,?,13,11,11,?,South,359,358
True,True,True,False,?,?,?,?,?,?,?,?,9,7,7,?,12,12,10,?,South,358,357
True,True,True,False,?,?,?,?,?,?,?,?,9,7,7,?,11,13,11,?,South,357,356
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,12,14,12,?,South,356,355
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,13,15,13,?,South,355,354
True,True,True,False,?,?,?,?,?,?,?,?,6,4,4,?,14,16,14,?,South,354,353
True,True,True,False,?,?,?,?,?,?,?,?,5,3,3,?,16,18,16,?,South,353,352
True,True,True,False,?,?,?,?,?,?,?,?,5,3,3,?,16,18,16,?,South,352,351
True,False,True,False,?,?,?,?,?,?,?,?,5,?,3,?,16,?,16,?,South,351,350
True,False,True,True,?,?,?,?,?,?,?,?,4,?,2,4,16,?,16,18,East,350,349
True,False,True,True,?,?,?,?,?,?,?,?,3,?,1,3,16,?,16,18,East,349,348
True,False,True,True,?,?,?,?,?,?,?,?,1,?,1,3,16,?,16,18,East,348,547
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,17,15,17,North,547,546
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,13,15,13,15,East,546,545
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,12,14,12,?,North,545,544
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,12,10,12,North,544,543
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,10,8,10,East,543,542
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,10,8,10,East,542,541
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,8,6,8,East,541,540
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,8,East,540,539
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,6,East,539,538
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,4,6,4,6,East,538,537
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,3,5,3,?,North,537,536
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,1,3,3,3,North,536,535
True,True,False,False,18,16,?,?,25,23,?,?,29,27,?,?,35,33,?,?,South,-1,-2
True,True,True,False,17,15,17,?,23,21,21,?,27,25,25,?,35,33,33,?,South,-2,-3
True,True,True,False,17,15,17,?,23,21,21,?,27,25,25,?,35,33,33,?,South,-3,-4
True,True,True,False,15,13,15,?,22,20,20,?,26,24,24,?,35,33,33,?,South,-4,-5
True,True,False,False,13,11,?,?,20,18,?,?,24,22,?,?,33,31,?,?,South,-5,-6
True,True,True,False,11,9,11,?,18,16,16,?,22,22,20,?,33,33,31,?,South,-6,-7
True,True,False,False,9,7,?,?,17,15,?,?,20,22,?,?,32,34,?,?,South,-7,-8
True,True,False,False,7,5,?,?,15,13,?,?,21,23,?,?,32,34,?,?,South,-8,-9
True,True,False,False,7,5,?,?,13,11,?,?,21,23,?,?,32,34,?,?,South,-9,-10
True,True,False,False,7,5,?,?,13,11,?,?,21,23,?,?,32,34,?,?,South,-10,-11
True,True,False,False,7,5,?,?,13,11,?,?,23,25,?,?,32,34,?,?,South,-11,-12
True,True,True,False,7,7,5,?,12,10,10,?,23,25,23,?,34,36,34,?,South,-12,-13
False,True,True,True,?,5,3,5,?,10,10,12,?,23,21,23,?,34,32,34,East,-13,-14
True,True,True,True,1,3,1,3,10,10,8,10,21,21,19,21,34,34,32,34,East,-14,-15
True,True,True,False,2,2,0,?,11,9,9,?,22,20,20,?,34,32,32,?,North,-15,184
True,True,True,True,?,?,?,?,10,8,8,10,21,19,19,21,34,32,32,34,East,184,183
True,True,True,True,?,?,?,?,8,8,6,8,21,21,19,21,33,33,31,33,South,183,182
True,True,True,True,?,?,?,?,8,6,6,8,21,21,19,21,32,32,30,32,East,182,181
True,True,False,True,?,?,?,?,6,4,?,6,21,23,?,23,30,32,?,32,South,181,180
True,True,False,True,?,?,?,?,6,4,?,6,22,24,?,24,32,34,?,34,South,180,179
True,False,True,True,?,?,?,?,4,?,2,4,24,?,24,26,33,?,33,35,South,179,178
False,False,True,True,?,?,?,?,?,?,2,4,?,?,24,26,?,?,31,33,East,178,177
False,False,True,True,?,?,?,?,?,?,0,2,?,?,23,25,?,?,30,32,East,177,376
True,False,True,True,?,?,?,?,?,?,?,?,23,?,23,25,30,?,30,32,East,376,375
True,True,True,False,?,?,?,?,?,?,?,?,21,23,21,?,30,32,30,?,North,375,374
True,True,True,False,?,?,?,?,?,?,?,?,20,22,20,?,28,30,28,?,North,374,373
True,True,True,True,?,?,?,?,?,?,?,?,19,21,19,21,26,28,26,28,North,373,372
True,True,True,False,?,?,?,?,?,?,?,?,19,21,19,?,26,28,26,?,North,372,371
True,True,True,False,?,?,?,?,?,?,?,?,19,21,19,?,26,28,26,?,North,371,370
True,True,True,False,?,?,?,?,?,?,?,?,18,20,18,?,24,26,24,?,North,370,369
True,True,True,False,?,?,?,?,?,?,?,?,16,18,16,?,23,25,23,?,North,369,368
True,True,True,False,?,?,?,?,?,?,?,?,16,18,16,?,23,25,23,?,North,368,367
True,True,True,True,?,?,?,?,?,?,?,?,16,16,14,16,23,23,21,23,North,367,366
True,True,True,True,?,?,?,?,?,?,?,?,14,14,12,14,23,23,21,23,East,366,365
True,True,True,True,?,?,?,?,?,?,?,?,14,14,12,14,21,21,19,21,East,365,364
False,True,True,True,?,?,?,?,?,?,?,?,?,14,12,14,?,20,18,20,East,364,363
False,False,True,True,?,?,?,?,?,?,?,?,?,?,11,13,?,?,16,18,East,363,362
False,True,True,True,?,?,?,?,?,?,?,?,?,11,11,13,?,16,14,16,East,362,361
True,True,True,False,?,?,?,?,?,?,?,?,13,11,11,?,14,16,14,?,South,361,360
True,True,True,False,?,?,?,?,?,?,?,?,12,10,10,?,14,16,14,?,South,360,359
True,True,True,False,?,?,?,?,?,?,?,?,11,9,9,?,16,18,16,?,South,359,358
True,True,True,False,?,?,?,?,?,?,?,?,10,8,8,?,18,20,18,?,South,358,357
True,True,True,False,?,?,?,?,?,?,?,?,9,7,7,?,19,21,19,?,South,357,356
True,True,True,False,?,?,?,?,?,?,?,?,9,9,7,?,21,23,21,?,South,356,355
True,True,True,True,?,?,?,?,?,?,?,?,9,7,7,9,19,21,21,21,East,355,354
True,True,False,True,?,?,?,?,?,?,?,?,7,7,?,9,19,21,?,21,South,354,353
True,True,True,True,?,?,?,?,?,?,?,?,9,7,7,9,19,21,21,21,North,353,352
True,True,False,True,?,?,?,?,?,?,?,?,7,5,?,7,21,23,?,23,South,352,351
True,True,True,True,?,?,?,?,?,?,?,?,5,5,3,5,21,23,23,23,South,351,350
False,True,True,True,?,?,?,?,?,?,?,?,?,5,3,5,?,24,22,22,East,350,349
False,True,True,True,?,?,?,?,?,?,?,?,?,5,3,5,?,23,21,23,East,349,348
True,True,True,True,?,?,?,?,?,?,?,?,1,3,3,3,21,23,21,23,East,348,547
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,21,23,21,?,North,547,546
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,22,20,22,North,546,545
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,22,20,22,East,545,544
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,21,19,21,East,544,543
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,19,17,19,East,543,542
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,15,17,East,542,541
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,15,East,541,540
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,11,13,13,13,East,540,539
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,11,13,13,?,North,539,538
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,10,12,12,12,North,538,537
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,8,10,10,?,North,537,536
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,8,8,8,6,North,536,535
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,6,?,6,4,West,535,534
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3,West,534,533
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,3,?,5,3,West,533,532
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,1,3,?,1,North,532,531
True,True,False,False,20,18,?,?,24,22,?,?,27,25,?,?,35,33,?,?,South,-1,-2
True,True,True,False,20,18,20,?,23,21,21,?,26,24,24,?,35,33,33,?,South,-2,-3
True,True,True,False,18,16,18,?,23,21,21,?,24,22,22,?,33,31,31,?,South,-3,-4
True,True,True,False,16,14,16,?,22,20,20,?,23,21,21,?,32,30,30,?,South,-4,-5
True,True,False,False,15,13,?,?,20,18,?,?,22,20,?,?,32,30,?,?,South,-5,-6
True,True,True,False,15,13,15,?,20,18,18,?,20,20,18,?,30,30,28,?,South,-6,-7
True,True,False,False,14,12,?,?,18,16,?,?,19,21,?,?,30,32,?,?,South,-7,-8
True,True,False,False,12,10,?,?,16,14,?,?,19,21,?,?,32,34,?,?,South,-8,-9
True,True,False,False,12,10,?,?,16,14,?,?,19,21,?,?,34,36,?,?,South,-9,-10
