@relation all_data_pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L5

@attribute 'Legal action North' {False,True}
@attribute 'Legal action South' {False,True}
@attribute 'Legal action East' {False,True}
@attribute 'Legal action West' {False,True}
@attribute 'North ghost 1' numeric
@attribute 'South ghost 1' numeric
@attribute 'East ghost 1' numeric
@attribute 'West ghost 1' numeric
@attribute 'North ghost 2' numeric
@attribute 'South ghost 2' numeric
@attribute 'East ghost 2' numeric
@attribute 'West ghost 2' numeric
@attribute 'North ghost 3' numeric
@attribute 'South ghost 3' numeric
@attribute 'East ghost 3' numeric
@attribute 'West ghost 3' numeric
@attribute 'North ghost 4' numeric
@attribute 'South ghost 4' numeric
@attribute 'East ghost 4' numeric
@attribute 'West ghost 4' numeric
@attribute 'Pacman direction' {North,South,East,West,Stop}
@attribute 'Current score' numeric
@attribute 'Future score' numeric

@data
False,True,True,True,?,?,?,?,?,6,4,6,?,4,2,4,?,11,9,11,East,190,189
False,True,True,True,?,?,?,?,?,4,2,4,?,2,2,4,?,9,7,9,East,189,188
True,True,True,True,?,?,?,?,1,3,3,3,4,2,2,4,6,8,8,8,East,188,187
True,True,False,False,?,?,?,?,1,3,?,?,4,2,?,?,4,6,?,?,North,187,186
False,True,True,True,?,?,?,?,?,2,2,0,?,3,5,5,?,4,2,4,North,186,385
False,False,True,True,?,?,?,?,?,?,?,?,?,?,4,6,?,?,2,4,West,385,384
False,True,True,True,?,?,?,?,?,?,?,?,?,3,5,5,?,3,1,3,East,384,583
False,False,True,True,?,?,?,?,?,?,?,?,?,?,5,3,?,?,0,2,East,583,582
False,True,True,True,?,?,?,?,?,?,?,?,?,3,5,5,?,?,?,?,West,582,581
True,True,False,False,?,?,?,?,?,?,?,?,3,1,?,?,?,?,?,?,South,581,580
True,True,True,True,?,?,?,?,?,?,?,?,3,3,1,3,?,?,?,?,South,580,579
True,True,False,False,7,5,?,?,7,9,?,?,13,11,?,?,15,17,?,?,South,-1,-2
True,True,True,False,5,5,3,?,8,10,8,?,13,11,11,?,15,17,15,?,South,-2,-3
False,True,True,True,?,3,3,5,?,8,6,8,?,11,9,11,?,17,15,17,East,-3,-4
True,False,True,True,3,?,3,5,7,?,7,9,10,?,10,12,16,?,16,18,South,-4,-5
False,True,True,True,?,3,1,3,?,7,5,7,?,12,10,12,?,16,14,16,North,-5,194
False,True,True,True,?,?,?,?,?,6,4,6,?,10,8,10,?,15,13,15,East,194,193
False,True,True,True,?,?,?,?,?,5,3,5,?,8,6,8,?,13,11,13,East,193,192
False,True,True,True,?,?,?,?,?,5,3,5,?,6,4,6,?,11,9,11,East,192,191
False,True,True,True,?,?,?,?,?,5,3,5,?,5,3,5,?,10,8,10,East,191,190
True,True,True,True,?,?,?,?,1,3,3,3,3,3,1,3,6,8,8,8,East,190,189
True,True,False,False,?,?,?,?,1,3,?,?,5,3,?,?,5,7,?,?,North,189,188
False,True,True,True,?,?,?,?,?,3,1,3,?,4,6,6,?,5,3,5,North,188,187
False,False,True,True,?,?,?,?,?,?,1,3,?,?,6,4,?,?,2,4,East,187,386
False,False,True,True,?,?,?,?,?,?,0,2,?,?,7,5,?,?,0,2,East,386,585
False,False,True,True,?,?,?,?,?,?,?,?,?,?,7,5,?,?,?,?,East,585,584
False,False,True,True,?,?,?,?,?,?,?,?,?,?,7,5,?,?,?,?,West,584,583
False,False,True,True,?,?,?,?,?,?,?,?,?,?,6,4,?,?,?,?,West,583,582
False,True,True,True,?,?,?,?,?,?,?,?,?,3,5,5,?,?,?,?,West,582,581
True,True,False,False,?,?,?,?,?,?,?,?,3,1,?,?,?,?,?,?,South,581,580
True,True,True,True,?,?,?,?,?,?,?,?,3,1,1,3,?,?,?,?,South,580,579
True,True,False,False,7,5,?,?,7,9,?,?,12,10,?,?,15,17,?,?,South,-1,-2
True,True,True,False,7,5,5,?,9,11,9,?,10,8,8,?,15,17,15,?,South,-2,-3
True,False,True,False,5,?,5,?,11,?,11,?,10,?,8,?,16,?,16,?,South,-3,-4
True,True,True,False,7,7,5,?,11,13,11,?,10,10,8,?,14,16,14,?,North,-4,-5
False,True,True,True,?,7,5,7,?,12,10,12,?,9,7,9,?,14,12,14,East,-5,-6
False,True,True,True,?,5,3,5,?,11,9,11,?,8,6,8,?,13,11,13,East,-6,-7
False,True,True,True,?,4,2,4,?,10,8,10,?,8,6,8,?,12,10,12,East,-7,-8
False,True,True,True,?,2,0,2,?,9,7,9,?,8,6,8,?,10,8,10,East,-8,191
False,True,True,True,?,?,?,?,?,9,7,9,?,6,6,8,?,10,8,10,East,191,190
True,False,True,True,?,?,?,?,9,?,9,11,6,?,4,6,10,?,10,12,South,190,189
True,False,True,True,?,?,?,?,9,?,9,11,4,?,4,6,8,?,8,10,East,189,188
True,True,True,True,?,?,?,?,7,9,9,9,6,6,4,6,8,10,8,10,North,188,187
False,True,True,True,?,?,?,?,?,10,8,8,?,6,4,6,?,8,6,8,East,187,186
False,True,True,True,?,?,?,?,?,9,7,9,?,4,2,4,?,7,5,7,East,186,185
False,True,True,True,?,?,?,?,?,8,6,8,?,2,2,4,?,7,5,7,East,185,184
True,False,True,True,?,?,?,?,7,?,7,9,2,?,0,2,7,?,7,9,South,184,383
True,False,True,True,?,?,?,?,5,?,5,7,?,?,?,?,5,?,5,7,East,383,382
False,True,True,True,?,?,?,?,?,5,3,5,?,?,?,?,?,5,3,5,North,382,381
False,True,True,True,?,?,?,?,?,5,3,5,?,?,?,?,?,3,1,3,East,381,380
False,True,True,True,?,?,?,?,?,4,2,4,?,?,?,?,?,3,1,3,East,380,579
True,True,False,False,6,4,?,?,8,10,?,?,13,11,?,?,15,17,?,?,South,-1,-2
True,True,True,False,6,6,4,?,9,11,9,?,12,10,10,?,16,18,16,?,South,-2,-3
False,True,True,True,?,4,2,4,?,10,8,10,?,8,8,10,?,16,14,16,East,-3,-4
False,True,True,True,?,2,0,2,?,8,6,8,?,8,8,10,?,16,14,16,East,-4,195
False,True,True,True,?,?,?,?,?,6,4,6,?,6,6,8,?,14,12,14,East,195,194
False,True,True,True,?,?,?,?,?,4,2,4,?,5,5,7,?,13,11,13,East,194,193
False,True,True,True,?,?,?,?,?,2,0,2,?,5,5,7,?,13,11,13,East,193,392
True,True,True,True,?,?,?,?,?,?,?,?,5,5,3,5,9,11,9,11,East,392,391
False,True,True,True,?,?,?,?,?,?,?,?,?,3,3,5,?,10,8,10,East,391,390
True,False,True,True,?,?,?,?,?,?,?,?,5,?,3,5,8,?,8,10,South,390,389
True,False,True,True,?,?,?,?,?,?,?,?,3,?,1,3,8,?,8,10,East,389,388
True,False,True,True,?,?,?,?,?,?,?,?,1,?,1,3,6,?,6,8,East,388,387
False,True,True,True,?,?,?,?,?,?,?,?,?,1,1,3,?,8,6,8,North,387,386
True,False,True,True,?,?,?,?,?,?,?,?,3,?,1,3,7,?,7,9,South,386,385
True,False,True,True,?,?,?,?,?,?,?,?,2,?,0,2,6,?,6,8,East,385,584
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,5,?,5,7,East,584,583
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,6,4,6,North,583,582
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3,5,East,582,581
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,2,4,4,4,East,581,580
True,True,False,False,8,6,?,?,6,8,?,?,12,10,?,?,15,17,?,?,South,-1,-2
True,True,True,False,8,6,6,?,6,8,8,?,12,12,10,?,17,17,15,?,South,-2,-3
True,False,True,False,7,?,5,?,8,?,8,?,12,?,10,?,15,?,15,?,South,-3,-4
True,False,True,True,6,?,4,6,6,?,6,8,10,?,10,12,15,?,13,15,East,-4,-5
True,False,True,True,4,?,2,4,6,?,6,8,9,?,9,11,15,?,13,15,East,-5,-6
True,False,True,True,2,?,2,4,6,?,6,8,8,?,8,10,14,?,12,14,East,-6,-7
False,True,True,True,?,2,0,2,?,8,6,8,?,10,8,10,?,13,13,15,North,-7,192
False,True,True,True,?,?,?,?,?,7,5,7,?,8,8,10,?,12,12,14,East,192,191
False,True,True,True,?,?,?,?,?,6,4,6,?,7,7,9,?,12,10,12,East,191,190
True,True,True,True,?,?,?,?,3,5,5,5,7,7,5,7,11,11,9,11,East,190,189
True,True,False,False,?,?,?,?,1,3,?,?,9,7,?,?,12,10,?,?,North,189,388
False,True,True,True,?,?,?,?,?,?,?,?,?,7,9,9,?,12,12,14,North,388,387
True,True,False,False,?,?,?,?,?,?,?,?,8,6,?,?,14,12,?,?,South,387,386
True,True,True,True,?,?,?,?,?,?,?,?,6,4,4,6,12,10,10,12,South,386,385
True,False,True,True,?,?,?,?,?,?,?,?,5,?,3,5,12,?,10,12,South,385,384
True,False,True,True,?,?,?,?,?,?,?,?,3,?,1,3,11,?,9,11,East,384,383
True,False,True,True,?,?,?,?,?,?,?,?,1,?,1,3,10,?,8,10,East,383,382
False,True,True,True,?,?,?,?,?,?,?,?,?,2,0,2,?,10,8,10,North,382,581
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,8,8,10,East,581,580
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,9,?,7,9,South,580,579
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,8,?,6,8,East,579,578
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,6,?,4,6,East,578,577
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,5,?,3,5,East,577,576
True,True,False,False,8,6,?,?,6,8,?,?,12,10,?,?,15,17,?,?,South,-1,-2
True,True,True,False,6,6,4,?,8,8,6,?,10,8,8,?,16,18,16,?,South,-2,-3
False,True,True,True,?,4,4,6,?,8,6,8,?,6,6,8,?,17,15,17,East,-3,-4
True,False,True,True,4,?,4,6,8,?,8,8,6,?,6,8,16,?,16,18,South,-4,-5
False,True,True,True,?,4,2,4,?,8,8,6,?,6,4,6,?,18,16,18,North,-5,-6
False,True,True,True,?,3,1,3,?,9,7,7,?,6,4,6,?,16,14,16,East,-6,-7
False,True,True,True,?,3,1,3,?,9,7,7,?,4,2,4,?,15,13,15,East,-7,-8
False,True,True,True,?,3,1,3,?,7,5,7,?,4,2,4,?,13,11,13,East,-8,191
False,True,True,True,?,?,?,?,?,5,3,5,?,4,2,4,?,12,10,12,East,191,190
True,True,True,True,?,?,?,?,3,5,5,5,1,3,3,3,10,12,10,12,East,190,189
True,True,False,False,?,?,?,?,3,5,?,?,1,3,?,?,10,10,?,?,North,189,188
False,True,True,True,?,?,?,?,?,4,4,2,?,3,1,3,?,11,9,11,North,188,387
False,False,True,True,?,?,?,?,?,?,5,3,?,?,?,?,?,?,9,11,East,387,386
False,True,True,True,?,?,?,?,?,3,3,1,?,?,?,?,?,11,9,11,West,386,385
False,False,True,True,?,?,?,?,?,?,2,0,?,?,?,?,?,?,10,12,West,385,584
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11,13,West,584,583
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11,13,East,583,582
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,10,10,12,East,582,581
True,True,False,False,?,?,?,?,?,?,?,?,?,?,?,?,12,10,?,?,South,581,580
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,10,8,8,10,South,580,579
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,10,?,8,10,South,579,578
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,10,?,8,10,East,578,577
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,8,?,8,10,East,577,576
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,8,6,8,North,576,575
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,7,5,7,East,575,574
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,7,5,7,East,574,573
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,6,4,6,East,573,572
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,4,2,4,East,572,571
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,2,2,0,2,East,571,570
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,2,0,2,East,570,569
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,2,2,0,2,East,569,568
True,True,False,False,7,5,?,?,7,9,?,?,14,12,?,?,15,17,?,?,South,-1,-2
True,True,True,False,6,6,4,?,9,11,9,?,12,10,10,?,16,18,16,?,South,-2,-3
False,True,True,True,?,4,4,6,?,10,8,10,?,9,9,11,?,16,14,16,East,-3,-4
True,False,True,True,4,?,4,6,10,?,10,12,11,?,9,11,16,?,16,18,South,-4,-5
False,True,True,True,?,4,2,4,?,10,8,10,?,11,9,11,?,16,14,16,North,-5,-6
False,True,True,True,?,2,2,4,?,9,7,9,?,11,9,11,?,14,12,14,East,-6,-7
True,False,True,True,2,?,0,2,8,?,8,10,11,?,11,13,14,?,14,16,South,-7,192
True,False,True,True,?,?,?,?,7,?,7,9,11,?,11,13,12,?,12,14,East,192,191
False,True,True,True,?,?,?,?,?,8,6,8,?,12,10,12,?,12,10,12,North,191,190
False,True,True,True,?,?,?,?,?,7,5,7,?,12,10,12,?,12,10,12,East,190,189
False,True,True,True,?,?,?,?,?,5,3,5,?,12,10,12,?,10,8,10,East,189,188
True,True,True,True,?,?,?,?,3,5,5,5,12,12,10,12,6,8,8,8,East,188,187
True,True,False,False,?,?,?,?,3,5,?,?,14,12,?,?,6,8,?,?,North,187,186
False,True,True,True,?,?,?,?,?,3,1,3,?,12,12,14,?,7,5,7,North,186,385
False,False,True,True,?,?,?,?,?,?,?,?,?,?,10,12,?,?,3,5,East,385,384
False,False,True,True,?,?,?,?,?,?,?,?,?,?,8,10,?,?,1,3,East,384,583
False,False,True,True,?,?,?,?,?,?,?,?,?,?,8,10,?,?,?,?,East,583,582
False,False,True,True,?,?,?,?,?,?,?,?,?,?,6,8,?,?,?,?,East,582,581
False,False,True,True,?,?,?,?,?,?,?,?,?,?,5,7,?,?,?,?,East,581,580
False,False,True,True,?,?,?,?,?,?,?,?,?,?,5,7,?,?,?,?,East,580,579
False,True,True,True,?,?,?,?,?,?,?,?,?,5,5,7,?,?,?,?,East,579,578
True,True,False,False,?,?,?,?,?,?,?,?,5,3,?,?,?,?,?,?,South,578,577
True,True,True,True,?,?,?,?,?,?,?,?,4,4,2,4,?,?,?,?,South,577,576
True,True,False,False,8,6,?,?,8,10,?,?,12,10,?,?,15,17,?,?,South,-1,-2
True,True,True,False,6,6,4,?,10,12,10,?,10,10,8,?,15,17,15,?,South,-2,-3
False,True,True,True,?,4,2,4,?,12,10,12,?,8,8,10,?,15,13,15,East,-3,-4
False,True,True,True,?,2,2,4,?,12,10,12,?,8,8,10,?,13,11,13,East,-4,-5
True,False,True,True,4,?,2,4,12,?,12,14,10,?,8,10,11,?,11,13,South,-5,-6
True,False,True,True,4,?,2,4,11,?,11,13,8,?,6,8,11,?,11,13,East,-6,-7
True,False,True,True,3,?,1,3,11,?,11,13,8,?,6,8,10,?,10,12,East,-7,-8
True,False,True,True,3,?,1,3,9,?,9,11,6,?,6,8,10,?,10,12,East,-8,191
True,False,True,True,?,?,?,?,9,?,9,11,5,?,5,7,10,?,10,12,East,191,190
True,True,True,True,?,?,?,?,9,11,9,11,7,5,5,7,9,11,9,11,North,190,189
True,False,True,True,?,?,?,?,10,?,10,12,5,?,3,5,9,?,9,11,South,189,188
True,False,True,True,?,?,?,?,8,?,8,10,4,?,2,4,8,?,8,10,East,188,187
True,False,True,True,?,?,?,?,8,?,8,10,2,?,0,2,8,?,8,10,East,187,386
True,False,True,True,?,?,?,?,7,?,7,9,?,?,?,?,7,?,7,9,East,386,385
False,True,True,True,?,?,?,?,?,7,5,7,?,?,?,?,?,9,7,9,North,385,384
False,True,True,True,?,?,?,?,?,7,5,7,?,?,?,?,?,9,7,9,East,384,383
False,True,True,True,?,?,?,?,?,5,3,5,?,?,?,?,?,9,7,9,East,383,382
False,True,True,True,?,?,?,?,?,4,2,4,?,?,?,?,?,7,5,7,East,382,381
True,True,True,True,?,?,?,?,2,4,4,4,?,?,?,?,4,6,6,6,East,381,380
True,True,False,False,?,?,?,?,1,3,?,?,?,?,?,?,3,5,?,?,North,380,579
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,5,5,3,North,579,578
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,2,West,578,577
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1,West,577,576
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,0,West,576,575
True,True,False,False,6,4,?,?,7,9,?,?,12,10,?,?,15,17,?,?,South,-1,-2
True,True,True,False,6,4,4,?,7,9,7,?,11,11,9,?,16,18,16,?,South,-2,-3
True,False,True,False,4,?,2,?,7,?,9,?,11,?,9,?,16,?,16,?,South,-3,-4
True,False,True,True,2,?,0,2,8,?,8,8,11,?,9,11,16,?,16,18,East,-4,195
True,False,True,True,?,?,?,?,6,?,6,8,11,?,9,11,15,?,15,17,East,195,194
False,True,True,True,?,?,?,?,?,8,6,8,?,9,9,11,?,15,13,15,North,194,193
False,True,True,True,?,?,?,?,?,7,5,7,?,9,7,9,?,15,13,15,East,193,192
False,True,True,True,?,?,?,?,?,7,5,7,?,9,7,9,?,15,13,15,East,192,191
False,True,True,True,?,?,?,?,?,7,5,7,?,9,7,9,?,15,13,15,East,191,190
True,True,True,True,?,?,?,?,5,7,7,7,7,7,5,7,13,13,11,13,East,190,189
True,True,False,False,?,?,?,?,4,6,?,?,7,5,?,?,11,13,?,?,North,189,188
False,True,True,True,?,?,?,?,?,6,6,4,?,6,8,8,?,13,11,13,North,188,187
False,False,True,True,?,?,?,?,?,?,5,3,?,?,8,10,?,?,11,13,West,187,186
False,False,True,True,?,?,?,?,?,?,5,3,?,?,9,11,?,?,11,13,West,186,185
False,False,True,True,?,?,?,?,?,?,3,1,?,?,9,11,?,?,13,15,West,185,184
False,False,True,True,?,?,?,?,?,?,3,1,?,?,11,13,?,?,14,16,West,184,183
False,False,True,True,?,?,?,?,?,?,2,0,?,?,11,13,?,?,16,18,West,183,382
False,True,True,False,?,?,?,?,?,?,?,?,?,13,13,?,?,18,16,?,West,382,381
True,True,False,False,?,?,?,?,?,?,?,?,15,13,?,?,18,18,?,?,South,381,380
True,True,True,False,?,?,?,?,?,?,?,?,13,11,11,?,19,19,17,?,South,380,379
True,False,True,False,?,?,?,?,?,?,?,?,13,?,11,?,18,?,18,?,South,379,378
True,False,True,True,?,?,?,?,?,?,?,?,11,?,11,13,16,?,16,18,East,378,377
False,True,True,True,?,?,?,?,?,?,?,?,?,13,11,13,?,16,14,16,North,377,376
False,True,True,True,?,?,?,?,?,?,?,?,?,11,9,11,?,14,12,14,East,376,375
False,True,True,True,?,?,?,?,?,?,?,?,?,9,9,11,?,12,10,12,East,375,374
True,False,True,True,?,?,?,?,?,?,?,?,9,?,7,9,12,?,12,14,South,374,373
True,False,True,True,?,?,?,?,?,?,?,?,7,?,7,9,12,?,12,14,East,373,372
False,True,True,True,?,?,?,?,?,?,?,?,?,8,6,8,?,12,10,12,North,372,371
False,True,True,True,?,?,?,?,?,?,?,?,?,6,4,6,?,12,10,12,East,371,370
True,True,True,True,?,?,?,?,?,?,?,?,6,6,4,6,11,11,9,11,East,370,369
False,True,True,True,?,?,?,?,?,?,?,?,?,4,4,6,?,9,7,9,East,369,368
True,False,True,True,?,?,?,?,?,?,?,?,4,?,2,4,8,?,8,10,South,368,367
True,False,True,True,?,?,?,?,?,?,?,?,4,?,2,4,8,?,6,8,East,367,366
True,False,True,True,?,?,?,?,?,?,?,?,3,?,1,3,8,?,6,8,East,366,565
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,7,?,5,7,East,565,564
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,5,?,5,7,East,564,563
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3,5,North,563,562
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1,3,East,562,561
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,3,3,1,3,East,561,560
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1,3,East,560,559
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,3,1,1,3,East,559,558
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,3,?,1,3,South,558,557
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,2,?,0,2,East,557,556
True,True,False,False,7,5,?,?,8,10,?,?,12,10,?,?,15,17,?,?,South,-1,-2
True,True,True,False,7,5,5,?,10,12,10,?,12,12,10,?,17,17,15,?,South,-2,-3
True,False,True,False,5,?,3,?,11,?,11,?,12,?,10,?,17,?,17,?,South,-3,-4
True,False,True,True,4,?,2,4,10,?,10,12,10,?,10,12,17,?,17,19,East,-4,-5
True,False,True,True,2,?,2,4,8,?,8,10,8,?,8,10,16,?,16,18,East,-5,-6
False,True,True,True,?,4,2,4,?,10,8,10,?,10,8,10,?,17,15,17,North,-6,-7
False,True,True,True,?,3,1,3,?,9,7,9,?,8,6,8,?,15,13,15,East,-7,-8
False,True,True,True,?,3,1,3,?,7,5,7,?,6,4,6,?,14,12,14,East,-8,191
False,True,True,True,?,?,?,?,?,7,5,7,?,5,3,5,?,13,11,13,East,191,190
True,True,True,True,?,?,?,?,4,6,6,6,3,3,1,3,11,13,11,13,East,190,389
False,True,True,True,?,?,?,?,?,6,6,4,?,?,?,?,?,13,11,13,East,389,388
True,True,True,True,?,?,?,?,3,5,5,5,?,?,?,?,12,14,12,14,West,388,387
True,True,False,False,?,?,?,?,1,3,?,?,?,?,?,?,11,13,?,?,North,387,386
False,True,True,True,?,?,?,?,?,2,0,2,?,?,?,?,?,13,11,13,North,386,585
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11,13,East,585,584
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11,13,East,584,583
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,11,East,583,582
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,9,East,582,581
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,7,East,581,580
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,7,East,580,579
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,3,5,5,East,579,578
True,True,False,False,8,6,?,?,6,8,?,?,12,10,?,?,15,17,?,?,South,-1,-2
True,True,True,False,6,6,4,?,8,10,8,?,11,11,9,?,16,18,16,?,South,-2,-3
False,True,True,True,?,4,4,6,?,8,6,8,?,9,7,9,?,17,15,17,East,-3,-4
True,False,True,True,5,?,3,5,6,?,6,8,8,?,8,10,15,?,15,17,South,-4,-5
True,False,True,True,5,?,3,5,5,?,5,7,8,?,8,10,13,?,13,15,East,-5,-6
True,False,True,True,3,?,1,3,5,?,5,7,8,?,6,8,11,?,11,13,East,-6,-7
True,False,True,True,3,?,1,3,5,?,5,7,6,?,4,6,11,?,11,13,East,-7,192
True,False,True,True,?,?,?,?,4,?,4,6,5,?,3,5,11,?,11,13,East,192,191
True,False,True,True,?,?,?,?,2,?,4,4,3,?,1,3,9,?,9,11,East,191,190
True,False,True,True,?,?,?,?,3,?,5,3,1,?,1,3,7,?,7,9,East,190,389
False,True,True,True,?,?,?,?,?,4,4,2,?,?,?,?,?,8,6,8,North,389,388
True,True,True,True,?,?,?,?,0,2,2,2,?,?,?,?,10,10,8,10,West,388,587
True,True,False,False,?,?,?,?,?,?,?,?,?,?,?,?,12,10,?,?,North,587,586
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,10,10,8,10,South,586,585
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,8,8,10,East,585,584
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,10,?,8,10,South,584,583
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,9,?,7,9,East,583,582
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,7,?,5,7,East,582,581
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,6,?,4,6,East,581,580
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,4,?,2,4,East,580,579
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,2,?,2,4,East,579,578
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1,3,North,578,577
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,3,3,1,3,East,577,576
True,True,False,False,8,6,?,?,8,10,?,?,12,10,?,?,15,17,?,?,South,-1,-2
True,True,True,False,8,6,6,?,10,12,10,?,12,10,10,?,16,18,16,?,South,-2,-3
True,False,True,False,7,?,5,?,11,?,11,?,10,?,10,?,16,?,16,?,South,-3,-4
True,False,True,True,7,?,5,7,10,?,10,12,8,?,8,10,14,?,14,16,East,-4,-5
True,False,True,True,7,?,5,7,10,?,10,12,8,?,6,8,12,?,12,14,East,-5,-6
True,False,True,True,7,?,5,7,8,?,8,10,8,?,6,8,12,?,12,14,East,-6,-7
True,False,True,True,7,?,5,7,8,?,8,10,8,?,6,8,10,?,10,12,East,-7,-8
True,False,True,True,5,?,3,5,8,?,8,10,8,?,6,8,8,?,8,10,East,-8,-9
True,False,True,True,4,?,2,4,8,?,10,10,7,?,5,7,8,?,10,10,East,-9,-10
True,False,True,True,2,?,2,4,8,?,10,8,6,?,4,6,9,?,9,9,East,-10,-11
False,True,True,True,?,2,2,4,?,8,8,6,?,4,4,6,?,9,9,7,North,-11,-12
True,False,True,True,2,?,2,4,7,?,9,7,5,?,3,5,8,?,10,8,South,-12,-13
False,True,True,True,?,4,2,4,?,8,8,6,?,4,4,6,?,8,8,6,North,-13,-14
False,True,True,True,?,3,1,3,?,9,9,7,?,4,4,6,?,9,9,7,East,-14,185
False,True,True,True,?,?,?,?,?,9,7,9,?,4,4,6,?,10,8,8,East,185,184
True,False,True,True,?,?,?,?,8,?,8,10,6,?,4,6,8,?,8,10,South,184,183
True,False,True,True,?,?,?,?,6,?,6,8,6,?,4,6,6,?,6,8,East,183,182
True,False,True,True,?,?,?,?,4,?,4,6,4,?,2,4,6,?,6,8,East,182,181
True,False,True,True,?,?,?,?,4,?,4,6,3,?,1,3,6,?,6,8,East,181,380
True,False,True,True,?,?,?,?,3,?,5,5,?,?,?,?,4,?,6,6,East,380,379
True,True,True,True,?,?,?,?,3,5,3,5,?,?,?,?,3,5,5,5,North,379,378
True,True,False,False,?,?,?,?,2,4,?,?,?,?,?,?,2,4,?,?,North,378,377
False,True,True,True,?,?,?,?,?,3,1,3,?,?,?,?,?,3,3,1,North,377,376
False,False,True,True,?,?,?,?,?,?,1,3,?,?,?,?,?,?,4,2,East,376,375
False,True,True,True,?,?,?,?,?,1,3,3,?,?,?,?,?,4,4,2,East,375,374
True,True,False,False,?,?,?,?,3,1,?,?,?,?,?,?,4,6,?,?,South,374,373
True,True,True,True,?,?,?,?,3,1,3,1,?,?,?,?,4,6,6,4,South,373,372
True,False,True,True,?,?,?,?,1,?,3,1,?,?,?,?,5,?,7,5,South,372,571
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,4,6,6,4,North,571,570
True,True,False,False,?,?,?,?,?,?,?,?,?,?,?,?,4,6,?,?,North,570,569
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,5,5,3,North,569,568
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3,West,568,567
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3,1,West,567,566
