@relation distance_raw_data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-L5

@attribute 'Legal action North' {False,True}
@attribute 'Legal action South' {False,True}
@attribute 'Legal action East' {False,True}
@attribute 'Legal action West' {False,True}
@attribute 'North ghost' numeric
@attribute 'South ghost' numeric
@attribute 'East ghost' numeric
@attribute 'West ghost' numeric
@attribute 'North dot' numeric
@attribute 'South dot' numeric
@attribute 'East dot' numeric
@attribute 'West dot' numeric
@attribute 'Pacman direction' {North,South,East,West,Stop}
@attribute 'Current score' numeric
@attribute 'Future score' numeric

@data
True,False,True,True,15,?,17,15,12,?,10,12,East,504,603
True,True,True,True,?,?,?,?,14,12,12,14,North,603,602
True,True,True,True,?,?,?,?,12,10,10,12,East,602,601
True,True,True,True,?,?,?,?,12,10,10,12,East,601,600
True,False,True,True,?,?,?,?,11,?,9,11,South,600,599
True,False,True,True,?,?,?,?,10,?,8,10,East,599,598
False,False,True,True,?,?,?,?,?,?,6,8,East,598,597
True,False,True,True,?,?,?,?,8,?,6,8,East,597,596
True,True,True,True,?,?,?,?,6,4,4,6,East,596,595
True,True,True,True,?,?,?,?,6,4,4,6,East,595,594
True,True,True,True,?,?,?,?,5,3,3,5,East,594,593
True,True,True,True,?,?,?,?,3,3,1,3,East,593,592
True,True,True,True,?,?,?,?,1,3,1,3,East,592,591
True,True,True,True,?,?,?,?,1,3,1,3,South,591,590
True,True,True,True,?,?,?,?,3,5,3,5,South,590,589
True,True,False,True,?,?,?,?,2,4,?,4,East,589,588
True,True,False,True,?,?,?,?,2,4,?,2,North,588,587
True,True,False,True,?,?,?,?,1,3,?,1,North,587,586
True,True,False,True,?,?,?,?,3,1,?,1,North,586,585
True,True,False,True,?,?,?,?,3,1,?,1,South,585,584
True,True,True,True,?,?,?,?,3,1,3,3,West,584,583
True,True,True,True,?,?,?,?,3,1,1,3,West,583,582
True,True,True,True,?,?,?,?,3,1,1,3,West,582,781
True,True,True,True,?,?,?,?,12,10,12,10,South,781,780
True,True,True,True,?,?,?,?,13,11,13,11,East,780,779
True,True,True,True,?,?,?,?,13,11,13,11,East,779,778
True,True,True,True,?,?,?,?,13,11,13,11,South,778,777
True,True,True,True,?,?,?,?,12,10,12,10,South,777,776
True,True,True,True,?,?,?,?,10,8,10,8,South,776,775
True,True,True,True,?,?,?,?,8,6,8,6,West,775,774
True,True,True,True,?,?,?,?,8,6,8,6,West,774,773
True,True,True,True,?,?,?,?,6,4,6,4,South,773,772
True,True,True,True,?,?,?,?,6,4,6,4,South,772,771
True,False,True,True,?,?,?,?,5,?,5,3,South,771,770
True,False,True,True,?,?,?,?,4,?,4,2,West,770,769
True,False,True,True,?,?,?,?,2,?,4,2,West,769,768
True,False,True,True,?,?,?,?,2,?,4,2,West,768,767
True,True,False,False,8,10,?,?,20,18,?,?,South,-2,-3
True,True,True,False,9,11,11,?,18,16,18,?,South,-3,-4
True,True,True,False,10,12,12,?,17,15,17,?,South,-4,-5
True,True,True,True,11,13,13,11,18,16,18,16,East,-5,-6
True,True,True,True,12,14,14,12,18,16,18,16,East,-6,-7
True,True,True,True,13,15,15,13,18,16,16,18,East,-7,-8
True,True,True,True,14,16,16,14,16,14,14,16,East,-8,-9
True,True,True,True,17,15,15,17,15,13,13,15,East,-9,90
True,True,True,True,14,16,14,16,15,13,13,15,East,90,89
True,True,True,True,13,15,13,15,15,13,13,15,East,89,88
True,True,True,True,14,16,14,16,13,11,11,13,South,88,87
True,True,True,False,15,17,15,?,13,11,11,?,South,87,86
True,True,True,True,17,17,15,17,11,9,9,11,South,86,85
True,True,True,False,16,18,16,?,9,7,7,?,South,85,84
True,True,True,False,17,19,17,?,7,5,5,?,South,84,83
True,True,True,False,18,20,18,?,7,5,5,?,South,83,82
True,True,True,True,17,19,17,19,7,5,5,7,East,82,81
True,True,True,True,16,18,16,18,5,3,5,5,East,81,80
True,True,True,True,17,19,17,19,5,3,5,5,South,80,79
True,True,True,True,18,20,18,20,5,3,5,3,South,79,78
True,True,True,True,19,21,19,21,5,3,5,3,South,78,77
True,True,True,True,20,22,20,22,3,1,3,1,South,77,76
True,True,True,True,21,23,21,23,3,1,3,1,South,76,75
True,True,True,True,22,24,22,24,3,1,3,1,West,75,74
True,True,True,False,23,25,23,?,2,0,2,?,West,74,273
True,False,True,True,24,?,24,26,10,?,12,10,South,273,272
False,False,True,True,?,?,25,27,?,?,12,10,West,272,271
False,False,True,True,?,?,26,28,?,?,11,9,West,271,270
True,False,True,True,26,?,28,26,7,?,9,7,West,270,269
True,False,True,True,25,?,27,25,7,?,9,7,West,269,268
True,True,True,True,24,26,26,24,6,8,8,6,North,268,267
True,True,True,True,23,25,25,23,4,6,6,4,North,267,266
True,True,True,True,22,24,24,22,3,5,5,5,West,266,365
True,True,True,True,23,25,25,23,4,6,6,6,South,365,364
True,False,True,True,24,?,26,24,6,?,6,8,South,364,363
True,True,True,True,23,25,25,23,4,6,6,6,North,363,362
True,True,True,True,22,24,24,22,4,6,6,6,North,362,361
True,True,True,True,23,23,23,21,4,6,4,6,North,361,360
True,True,True,False,24,22,24,?,2,4,2,?,North,360,359
True,True,True,False,25,23,25,?,0,2,2,?,North,359,558
True,True,True,False,26,24,26,?,27,25,25,?,North,558,557
True,True,True,True,27,25,27,25,25,23,23,25,East,557,556
False,True,True,True,?,26,28,26,?,24,24,26,North,556,555
True,True,True,True,27,25,27,25,26,24,24,26,South,555,554
True,True,True,True,26,24,26,24,25,23,23,25,South,554,553
True,True,True,True,27,25,27,25,24,22,22,24,East,553,552
True,True,False,True,28,26,?,26,22,20,?,22,East,552,551
True,True,False,True,27,25,?,25,21,19,?,21,South,551,550
True,False,True,True,26,?,24,24,20,?,18,20,South,550,549
False,False,True,True,?,?,23,25,?,?,18,20,East,549,548
True,True,True,True,22,24,22,24,18,20,18,20,East,548,547
True,True,True,True,21,23,21,23,17,19,17,19,East,547,546
True,True,True,True,20,22,20,22,16,18,16,18,North,546,545
True,True,True,True,19,21,19,21,14,16,14,16,North,545,544
True,True,True,True,18,20,18,20,13,15,13,15,North,544,543
True,True,True,True,17,19,17,19,13,15,13,15,North,543,542
True,True,True,True,16,18,16,18,11,13,11,13,North,542,541
True,True,True,True,15,17,15,17,12,12,10,12,North,541,540
True,True,True,True,14,16,14,16,11,11,9,11,East,540,539
False,True,True,True,?,15,13,15,?,9,7,9,East,539,538
False,False,True,True,?,?,12,14,?,?,5,7,East,538,537
False,True,True,True,?,13,11,13,?,5,5,7,East,537,536
True,True,True,True,10,12,12,12,5,3,3,5,East,536,535
False,True,True,True,?,13,13,11,?,3,3,5,East,535,534
False,True,True,True,?,14,14,12,?,2,2,4,East,534,733
True,True,True,True,13,15,15,13,12,10,12,10,South,733,732
True,False,True,True,14,?,16,14,10,?,10,8,South,732,731
True,False,True,True,15,?,17,15,11,?,11,9,East,731,730
True,False,True,True,16,?,18,16,12,?,12,10,East,730,729
True,True,True,True,15,17,17,15,13,11,13,11,North,729,828
True,True,True,True,?,?,?,?,13,11,13,11,West,828,827
True,True,True,True,?,?,?,?,12,10,12,10,West,827,826
True,True,True,True,?,?,?,?,10,8,10,8,West,826,825
True,True,True,True,?,?,?,?,10,8,10,10,West,825,824
True,True,True,True,?,?,?,?,9,7,9,9,South,824,823
True,True,False,True,?,?,?,?,9,7,?,9,South,823,822
True,True,True,True,?,?,?,?,8,6,8,8,South,822,821
True,True,False,True,?,?,?,?,8,6,?,8,South,821,820
True,True,True,True,?,?,?,?,8,6,6,8,South,820,819
True,True,False,True,?,?,?,?,6,4,?,6,South,819,818
True,True,True,True,?,?,?,?,6,4,4,6,South,818,817
False,True,True,True,?,?,?,?,?,3,3,5,East,817,816
True,True,False,False,8,10,?,?,17,15,?,?,South,-3,-4
True,True,True,False,9,11,11,?,16,14,16,?,South,-4,-5
True,True,True,False,10,12,12,?,14,12,14,?,South,-5,-6
True,True,True,False,11,13,13,?,14,12,14,?,South,-6,-7
True,False,True,True,12,?,14,12,15,?,15,13,East,-7,-8
True,False,True,True,13,?,15,13,16,?,16,14,East,-8,-9
True,False,True,True,14,?,16,14,18,?,16,16,East,-9,-10
True,False,True,True,17,?,15,17,16,?,14,16,East,-10,-11
True,False,True,True,16,?,14,16,16,?,14,16,East,-11,-12
True,False,True,True,15,?,13,15,14,?,12,14,East,-12,87
True,True,True,True,14,16,14,16,14,12,12,14,North,87,86
True,False,True,True,15,?,15,17,14,?,12,14,South,86,85
True,True,True,True,14,16,14,16,14,12,12,14,East,85,84
True,True,True,True,13,15,13,15,12,10,10,12,East,84,83
True,True,True,True,14,16,14,16,11,9,9,11,South,83,82
True,True,True,True,16,16,14,16,10,10,8,10,South,82,81
True,True,True,True,15,17,15,17,10,8,8,10,South,81,80
True,True,True,True,16,18,16,18,8,6,6,8,South,80,79
True,True,True,True,17,19,17,19,8,6,6,8,South,79,78
True,True,True,True,18,20,18,20,8,6,6,8,South,78,77
True,True,True,True,19,21,19,21,6,4,4,6,South,77,76
True,True,True,True,20,22,20,22,4,2,2,4,South,76,75
True,True,True,True,21,23,21,23,2,4,2,4,South,75,74
True,True,True,True,20,22,20,22,2,4,2,4,East,74,73
True,True,False,True,19,21,?,21,2,4,?,2,East,73,72
True,True,False,True,18,20,?,20,0,2,?,2,North,72,271
True,True,False,True,17,19,?,19,11,13,?,13,North,271,270
True,True,True,True,18,20,18,20,13,11,13,11,West,270,269
True,True,True,True,19,21,19,21,12,12,12,10,South,269,268
True,True,True,True,20,22,20,22,11,11,11,9,West,268,267
True,True,True,True,21,23,21,23,9,9,9,7,West,267,266
False,False,True,True,?,?,22,24,?,?,8,6,West,266,265
True,False,True,True,25,?,23,25,6,?,8,6,West,265,264
True,True,True,True,25,25,25,23,4,6,6,4,West,264,263
True,True,True,True,24,24,24,22,4,6,6,4,West,263,262
True,True,True,True,23,25,25,23,4,6,6,4,South,262,261
True,True,True,True,24,26,26,24,5,7,7,5,South,261,260
True,False,True,True,25,?,27,25,5,?,7,7,South,260,259
True,True,True,True,24,26,26,24,4,6,6,6,North,259,258
True,True,True,True,23,25,25,23,4,6,6,4,North,258,257
True,True,True,True,22,24,24,22,4,6,6,6,West,257,256
True,True,True,True,21,23,23,21,4,6,4,6,West,256,255
True,True,True,True,22,24,24,22,4,6,4,6,South,255,354
True,True,True,True,23,25,25,23,2,4,4,4,East,354,353
True,True,True,True,22,24,24,22,2,4,4,4,North,353,352
True,True,True,True,23,23,23,21,2,4,2,4,North,352,351
True,True,True,False,24,22,24,?,1,3,1,?,North,351,350
True,True,True,False,25,23,25,?,1,3,1,?,North,350,349
True,True,True,False,26,24,26,?,2,2,0,?,North,349,548
True,True,True,True,27,25,27,25,23,21,21,23,East,548,547
True,True,True,True,28,26,28,26,21,19,19,21,East,547,546
True,True,True,True,27,25,27,25,19,17,17,19,South,546,545
True,True,False,True,28,26,?,26,19,17,?,19,East,545,544
True,True,False,True,28,26,?,26,20,18,?,20,East,544,543
True,True,False,True,27,25,?,25,18,16,?,18,South,543,542
True,False,True,True,26,?,24,24,16,?,14,16,South,542,541
False,False,True,True,?,?,23,25,?,?,13,15,East,541,540
True,True,True,True,22,24,22,24,11,13,11,13,East,540,539
True,True,True,True,21,23,21,23,10,12,10,12,East,539,538
True,True,True,True,20,22,20,22,8,10,8,10,North,538,537
True,True,True,True,19,21,19,21,8,10,8,10,North,537,536
True,True,True,True,18,20,18,20,8,10,8,10,East,536,535
True,True,False,True,17,19,?,19,6,8,?,8,East,535,534
True,True,False,True,16,18,?,18,5,7,?,7,North,534,533
True,True,False,True,15,17,?,17,4,6,?,6,North,533,532
True,True,False,True,14,16,?,16,4,6,?,6,North,532,531
False,True,True,True,?,15,13,15,?,5,3,5,North,531,530
False,False,True,True,?,?,12,14,?,?,3,5,East,530,529
False,True,True,True,?,13,11,13,?,5,3,5,East,529,528
True,True,True,True,10,12,12,12,1,3,3,3,East,528,527
True,True,False,False,9,11,?,?,1,3,?,?,North,527,526
True,True,True,True,8,10,10,10,1,3,3,1,North,526,525
True,True,True,True,7,9,9,9,3,1,3,1,North,525,524
True,True,True,True,8,10,10,10,2,2,2,0,South,524,523
True,True,False,False,9,11,?,?,2,4,?,?,South,523,522
True,True,True,True,10,12,12,12,4,6,6,6,South,522,521
True,True,False,False,9,11,?,?,2,4,?,?,North,521,520
True,True,True,True,8,10,10,10,2,2,2,0,North,520,719
True,False,True,True,9,?,9,11,26,?,24,26,West,719,718
True,False,True,False,10,?,10,?,28,?,26,?,West,718,717
True,False,True,False,10,?,10,?,28,?,26,?,West,717,716
True,False,True,True,9,?,9,11,27,?,25,27,East,716,715
True,True,True,True,8,10,10,10,26,24,24,26,East,715,714
True,True,False,False,9,11,?,?,25,23,?,?,South,714,713
True,True,True,True,10,12,12,12,25,23,23,25,South,713,712
True,True,True,True,11,13,13,13,23,21,21,23,South,712,711
True,True,True,True,12,14,14,14,21,19,19,21,South,711,710
True,False,True,True,13,?,15,13,21,?,19,21,East,710,709
True,False,True,True,14,?,16,14,20,?,18,20,East,709,708
True,False,True,True,15,?,17,15,18,?,16,18,East,708,807
True,True,True,True,?,?,?,?,20,18,18,20,North,807,806
True,False,True,True,?,?,?,?,18,?,16,18,South,806,805
True,False,True,True,?,?,?,?,17,?,15,17,South,805,804
True,False,True,True,?,?,?,?,17,?,15,17,East,804,803
True,False,True,True,?,?,?,?,17,?,15,17,East,803,802
True,False,True,True,?,?,?,?,15,?,13,15,East,802,801
False,False,True,True,?,?,?,?,?,?,12,14,East,801,800
True,False,True,True,?,?,?,?,12,?,10,12,East,800,799
True,True,True,True,?,?,?,?,12,10,10,12,East,799,798
True,True,True,True,?,?,?,?,10,8,8,10,East,798,797
True,True,True,True,?,?,?,?,10,8,8,10,East,797,796
True,True,True,True,?,?,?,?,10,8,8,10,East,796,795
True,True,True,True,?,?,?,?,10,8,8,10,South,795,794
True,True,True,True,?,?,?,?,8,6,6,8,South,794,793
True,True,True,True,?,?,?,?,6,4,4,6,South,793,792
True,True,True,True,?,?,?,?,4,2,2,4,South,792,791
True,True,False,False,8,10,?,?,19,17,?,?,South,-2,-3
True,True,True,False,9,11,11,?,18,16,18,?,South,-3,-4
True,True,True,False,10,12,12,?,18,16,18,?,South,-4,-5
True,True,True,True,11,13,13,11,19,17,19,17,East,-5,-6
True,True,True,True,12,14,14,12,19,17,19,17,East,-6,-7
True,True,True,True,13,15,15,13,20,18,18,18,East,-7,-8
True,True,True,True,14,16,16,14,18,16,16,18,East,-8,-9
True,True,True,True,17,15,15,17,16,14,14,16,East,-9,90
True,True,True,True,14,16,14,16,16,14,14,16,East,90,89
True,True,True,True,13,15,13,15,14,12,14,14,East,89,88
True,True,True,True,14,16,14,16,13,11,11,13,South,88,87
True,True,True,False,15,17,15,?,11,9,9,?,South,87,86
True,True,True,True,14,16,14,16,11,9,9,11,East,86,85
True,True,True,True,16,16,14,16,10,8,8,10,South,85,84
True,True,True,True,15,17,15,17,9,7,7,9,South,84,83
True,True,True,True,16,18,16,18,8,6,6,8,South,83,82
True,True,True,True,17,19,17,19,7,5,5,7,South,82,81
True,True,True,True,18,20,18,20,6,4,4,6,South,81,80
True,True,True,True,19,21,19,21,6,4,4,6,South,80,79
True,True,True,True,20,22,20,22,6,6,6,4,South,79,78
True,True,True,True,21,23,21,23,4,2,2,4,South,78,77
True,True,True,True,20,22,20,22,3,1,3,3,East,77,76
True,True,True,True,21,23,21,23,2,0,2,2,South,76,275
True,False,True,True,22,?,22,24,11,?,13,11,South,275,274
True,False,True,True,23,?,23,25,9,?,11,9,West,274,273
True,False,True,True,24,?,24,26,9,?,11,9,West,273,272
False,False,True,True,?,?,25,27,?,?,9,9,West,272,271
False,False,True,True,?,?,26,28,?,?,9,7,West,271,270
True,False,True,True,26,?,28,26,5,?,7,7,West,270,269
True,False,True,True,25,?,27,25,6,?,6,8,West,269,268
True,False,True,True,24,?,26,24,8,?,8,10,West,268,367
True,True,True,True,23,25,25,23,6,8,6,8,North,367,366
True,True,True,True,22,24,24,22,4,6,4,6,North,366,365
True,True,True,True,23,23,23,21,2,4,4,4,North,365,364
True,True,True,False,24,22,24,?,1,3,3,?,North,364,563
True,True,True,False,25,23,25,?,37,35,35,?,North,563,562
True,True,True,False,26,24,26,?,37,35,35,?,North,562,561
True,True,True,False,25,23,25,?,35,33,33,?,South,561,560
True,True,True,False,24,22,24,?,33,31,31,?,South,560,559
True,True,True,True,25,23,25,23,32,30,30,32,East,559,558
True,True,True,True,26,24,26,24,31,29,29,31,East,558,557
True,True,True,True,25,25,25,23,29,29,27,29,South,557,556
True,True,False,True,24,26,?,24,29,31,?,31,South,556,555
True,True,False,True,25,27,?,25,30,32,?,32,South,555,554
True,True,False,True,24,26,?,24,30,32,?,32,North,554,553
True,True,True,True,25,25,25,23,30,30,28,30,North,553,552
True,False,True,True,26,?,24,24,28,?,26,28,East,552,551
False,False,True,True,?,?,23,25,?,?,25,27,East,551,550
True,True,True,True,22,24,22,24,25,27,25,27,East,550,549
True,True,True,False,21,23,21,?,24,26,24,?,North,549,548
True,True,True,False,20,22,20,?,24,26,24,?,North,548,547
True,True,True,True,19,21,19,21,23,25,23,25,East,547,546
True,True,True,True,18,20,18,20,23,25,23,25,East,546,545
True,True,True,True,17,19,17,19,22,24,22,24,North,545,544
True,True,True,True,16,18,16,18,20,22,20,22,North,544,543
True,True,True,True,15,17,15,17,18,20,18,20,North,543,542
True,True,True,True,14,16,14,16,18,18,16,18,North,542,541
False,True,True,True,?,15,13,15,?,16,14,16,East,541,540
False,False,True,True,?,?,12,14,?,?,14,16,East,540,539
False,True,True,True,?,13,11,13,?,12,12,14,East,539,538
True,True,True,True,10,12,12,12,12,10,12,12,East,538,537
False,True,True,True,?,13,13,11,?,12,14,12,East,537,536
False,True,True,True,?,14,14,12,?,13,13,15,East,536,535
True,True,True,True,13,15,15,13,15,13,13,15,East,535,634
True,True,True,True,?,?,?,?,15,13,13,15,South,634,633
True,False,True,True,?,?,?,?,13,?,11,13,South,633,632
True,False,True,True,?,?,?,?,11,?,9,11,East,632,631
True,False,True,True,?,?,?,?,9,?,7,9,East,631,630
True,False,True,True,?,?,?,?,8,?,6,8,East,630,629
False,False,True,True,?,?,?,?,?,?,6,8,East,629,628
True,False,True,True,?,?,?,?,6,?,6,8,East,628,627
True,True,True,True,?,?,?,?,6,6,4,6,East,627,626
True,True,True,True,?,?,?,?,6,4,4,6,East,626,625
True,True,True,True,?,?,?,?,5,3,3,5,East,625,624
True,True,True,True,?,?,?,?,3,1,1,3,East,624,623
True,True,True,True,?,?,?,?,3,1,1,3,East,623,822
True,True,True,True,?,?,?,?,15,13,15,13,South,822,821
True,True,True,True,?,?,?,?,13,11,13,11,South,821,820
True,True,True,True,?,?,?,?,12,10,12,10,West,820,819
True,True,True,True,?,?,?,?,10,8,10,8,West,819,818
True,True,True,True,?,?,?,?,10,8,10,8,South,818,817
True,True,True,True,?,?,?,?,10,8,10,8,South,817,816
True,True,True,True,?,?,?,?,8,8,8,6,West,816,815
True,True,True,True,?,?,?,?,8,8,10,8,South,815,814
True,True,True,True,?,?,?,?,8,10,10,8,South,814,813
True,True,True,True,?,?,?,?,6,8,8,6,West,813,812
False,True,True,True,?,?,?,?,?,8,8,6,West,812,811
False,True,True,True,?,?,?,?,?,6,6,4,West,811,810
True,True,True,True,?,?,?,?,2,4,4,2,West,810,809
True,True,True,True,?,?,?,?,0,2,2,2,West,809,808
True,True,True,True,?,?,?,?,2,4,2,4,West,808,807
True,True,True,True,?,?,?,?,2,2,0,2,North,807,806
False,True,True,True,?,?,?,?,?,2,2,4,North,806,805
False,True,True,True,?,?,?,?,?,1,1,3,East,805,804
True,True,False,False,8,10,?,?,15,13,?,?,South,-2,-3
True,True,True,False,9,11,11,?,15,13,15,?,South,-3,-4
True,True,True,False,10,12,12,?,15,13,15,?,South,-4,-5
True,True,True,True,11,13,13,11,15,13,15,13,East,-5,-6
True,True,True,True,12,14,14,12,15,13,15,13,East,-6,-7
True,True,True,True,13,15,15,13,15,13,15,13,East,-7,-8
True,True,True,True,14,16,16,14,17,15,15,15,East,-8,91
True,True,True,True,15,17,15,15,16,14,14,16,East,91,90
True,True,True,True,14,16,14,16,16,14,14,16,East,90,89
True,False,True,True,15,?,15,17,15,?,13,15,South,89,88
True,True,True,True,14,16,14,16,15,13,15,15,East,88,87
True,True,True,True,13,15,13,15,15,13,15,13,East,87,86
True,True,True,True,14,16,14,16,14,12,14,12,South,86,85
True,True,True,True,15,17,15,17,13,11,13,11,South,85,84
True,True,True,True,16,18,16,18,12,10,12,10,South,84,83
True,True,True,True,17,19,17,19,12,10,12,10,South,83,82
True,True,True,True,18,20,18,20,10,8,10,8,South,82,81
True,True,True,True,19,21,19,21,8,6,8,6,South,81,80
True,True,True,True,18,20,18,20,9,7,9,7,North,80,79
True,True,True,True,17,19,17,19,10,8,10,8,North,79,78
True,True,True,True,16,18,16,18,10,8,10,8,North,78,77
True,True,True,True,15,17,15,17,12,10,12,10,North,77,76
True,True,True,True,14,16,14,16,14,12,14,12,East,76,75
False,True,True,True,?,15,13,15,?,12,14,12,East,75,74
False,False,True,True,?,?,12,14,?,?,14,12,East,74,73
False,True,True,True,?,13,11,13,?,16,16,14,East,73,72
True,True,True,True,10,12,12,12,18,18,18,16,East,72,71
False,True,True,True,?,13,13,11,?,18,18,16,East,71,70
False,True,True,True,?,14,14,12,?,18,18,16,East,70,69
True,True,True,True,13,15,15,13,19,19,19,17,East,69,168
True,True,True,True,?,?,?,?,19,21,21,19,South,168,167
True,True,True,True,?,?,?,?,18,20,20,18,West,167,166
True,True,True,True,?,?,?,?,16,18,18,16,West,166,165
True,True,True,True,?,?,?,?,16,18,18,16,West,165,164
True,True,True,False,?,?,?,?,14,16,16,?,West,164,163
False,True,True,True,?,?,?,?,?,16,16,14,North,163,162
False,False,True,True,?,?,?,?,?,?,14,12,West,162,161
False,True,True,True,?,?,?,?,?,11,13,11,West,161,160
True,True,False,True,?,?,?,?,13,11,?,11,South,160,159
True,True,False,True,?,?,?,?,13,11,?,11,South,159,158
True,True,False,True,?,?,?,?,12,10,?,10,South,158,157
True,True,False,True,?,?,?,?,10,8,?,8,South,157,156
True,True,True,True,?,?,?,?,9,7,9,7,West,156,155
True,True,True,True,?,?,?,?,8,6,8,6,South,155,154
True,True,True,True,?,?,?,?,7,5,7,5,West,154,153
True,True,True,False,?,?,?,?,7,5,7,?,West,153,152
True,True,True,True,?,?,?,?,5,5,5,3,South,152,151
True,True,True,False,?,?,?,?,3,5,5,?,South,151,150
True,True,True,False,?,?,?,?,5,7,7,?,South,150,149
True,False,True,True,?,?,?,?,5,?,7,7,South,149,148
False,False,True,True,?,?,?,?,?,?,7,5,West,148,147
False,False,True,True,?,?,?,?,?,?,7,5,West,147,146
True,False,True,True,?,?,?,?,4,?,6,6,West,146,145
True,True,False,True,?,?,?,?,3,5,?,5,North,145,144
True,True,False,True,?,?,?,?,3,5,?,5,North,144,143
True,True,True,True,?,?,?,?,1,3,1,3,North,143,142
True,True,True,True,?,?,?,?,3,1,1,3,North,142,141
True,True,True,True,?,?,?,?,2,4,4,2,North,141,140
True,True,False,True,?,?,?,?,3,1,?,3,East,140,139
True,True,False,True,?,?,?,?,2,4,?,2,North,139,338
False,True,False,True,?,?,?,?,?,3,?,1,North,338,337
False,True,True,True,?,?,?,?,?,3,3,1,West,337,336
False,True,True,True,?,?,?,?,?,2,2,0,West,336,335
True,True,True,True,?,?,?,?,0,2,2,2,South,335,334
True,True,True,True,?,?,?,?,1,3,3,3,South,334,333
True,True,True,True,?,?,?,?,1,3,3,3,South,333,332
True,True,True,True,?,?,?,?,1,3,1,3,North,332,331
True,True,True,True,?,?,?,?,3,1,1,3,North,331,330
False,True,True,True,?,?,?,?,?,1,3,3,North,330,329
False,True,True,True,?,?,?,?,?,0,2,2,North,329,328
False,True,True,True,?,?,?,?,?,2,2,0,East,328,327
True,True,True,True,?,?,?,?,1,3,3,1,South,327,326
True,True,True,True,?,?,?,?,0,2,2,2,West,326,525
False,True,True,True,?,?,?,?,?,7,9,7,North,525,524
False,True,True,True,?,?,?,?,?,8,10,8,North,524,523
False,True,True,True,?,?,?,?,?,7,9,7,North,523,522
True,True,True,True,?,?,?,?,7,5,7,5,South,522,521
True,True,True,True,?,?,?,?,5,3,5,3,South,521,520
True,True,True,True,?,?,?,?,4,2,4,2,South,520,519
True,True,True,True,?,?,?,?,2,2,2,0,South,519,518
True,True,True,True,?,?,?,?,1,3,3,1,South,518,517
True,True,True,True,?,?,?,?,2,4,4,2,South,517,516
True,True,True,True,?,?,?,?,2,4,4,2,West,516,515
True,True,True,True,?,?,?,?,0,2,2,2,North,515,714
True,True,True,True,?,?,?,?,8,8,6,8,North,714,713
False,True,True,True,?,?,?,?,?,8,6,8,West,713,712
True,True,True,True,?,?,?,?,8,10,8,10,South,712,711
True,True,True,True,?,?,?,?,10,12,10,12,South,711,710
True,True,True,True,?,?,?,?,10,12,10,12,East,710,709
True,True,True,True,?,?,?,?,9,11,9,11,North,709,708
True,True,True,True,?,?,?,?,10,10,8,10,North,708,707
True,True,True,True,?,?,?,?,9,9,7,9,East,707,706
True,True,True,True,?,?,?,?,9,9,7,9,East,706,705
True,False,True,True,?,?,?,?,9,?,7,9,East,705,704
False,False,True,True,?,?,?,?,?,?,5,7,East,704,703
True,True,True,True,?,?,?,?,5,7,5,7,East,703,702
True,True,True,True,?,?,?,?,4,6,4,6,East,702,701
True,True,True,True,?,?,?,?,2,4,2,4,North,701,700
True,True,True,True,?,?,?,?,2,4,2,4,North,700,699
True,True,True,True,?,?,?,?,2,2,0,2,North,699,698
True,True,True,True,?,?,?,?,2,2,0,2,North,698,697
True,True,True,True,?,?,?,?,2,2,0,2,North,697,696
True,True,False,False,8,10,?,?,15,13,?,?,South,-2,-3
True,True,True,False,9,11,11,?,14,12,14,?,South,-3,-4
True,True,True,False,10,12,12,?,12,10,12,?,South,-4,-5
True,True,True,True,11,13,13,11,12,10,12,10,East,-5,-6
True,True,True,True,12,14,14,12,12,10,12,10,East,-6,-7
True,True,True,True,13,15,15,13,13,11,13,11,East,-7,-8
True,True,True,True,14,16,16,14,15,13,15,13,East,-8,91
True,True,True,True,15,17,15,15,15,13,15,13,East,91,90
True,True,True,True,14,16,14,16,15,13,15,13,East,90,89
True,True,True,True,13,15,13,15,15,13,15,15,East,89,88
True,True,True,True,12,14,12,14,15,13,15,13,East,88,87
True,True,True,True,11,13,11,13,17,15,17,15,East,87,86
True,False,True,True,10,?,10,12,18,?,18,16,East,86,85
True,True,True,True,9,11,9,11,20,20,20,18,East,85,84
True,True,True,True,8,10,8,10,21,21,21,19,East,84,83
True,True,True,True,7,9,9,9,21,19,21,19,East,83,82
True,True,True,True,8,10,10,8,22,20,22,20,East,82,81
True,True,True,True,9,11,11,9,23,21,23,21,East,81,80
True,True,False,True,10,12,?,10,25,23,?,23,East,80,79
True,True,True,True,11,13,13,11,23,21,23,21,South,79,78
True,True,True,False,12,14,14,?,21,19,21,?,South,78,77
True,True,True,True,13,15,15,13,20,20,20,18,South,77,176
True,True,True,True,?,?,?,?,19,21,21,19,South,176,175
True,False,True,True,?,?,?,?,20,?,22,20,South,175,174
True,False,True,True,?,?,?,?,20,?,22,20,West,174,173
True,False,True,True,?,?,?,?,18,?,20,18,West,173,172
True,True,True,True,?,?,?,?,16,18,18,16,North,172,171
False,True,True,True,?,?,?,?,?,17,17,15,North,171,170
True,True,True,True,?,?,?,?,17,17,17,15,West,170,169
False,True,True,True,?,?,?,?,?,17,17,15,West,169,168
False,False,True,True,?,?,?,?,?,?,15,13,West,168,167
False,True,True,True,?,?,?,?,?,14,14,12,West,167,166
True,True,True,True,?,?,?,?,14,14,14,12,West,166,165
