@relation distance_raw_data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-L5

@attribute 'Legal action North' {False,True}
@attribute 'Legal action South' {False,True}
@attribute 'Legal action East' {False,True}
@attribute 'Legal action West' {False,True}
@attribute 'North ghost' numeric
@attribute 'South ghost' numeric
@attribute 'East ghost' numeric
@attribute 'West ghost' numeric
@attribute 'North dot' numeric
@attribute 'South dot' numeric
@attribute 'East dot' numeric
@attribute 'West dot' numeric
@attribute 'Pacman direction' {North,South,East,West,Stop}
@attribute 'Current score' numeric
@attribute 'Future score' numeric

@data
False,True,True,True,?,15,13,15,?,8,8,10,East,553,552
True,False,True,True,14,?,14,16,9,?,7,9,South,552,551
True,False,True,True,14,?,14,16,8,?,6,8,South,551,550
True,True,True,True,13,15,15,15,6,4,4,6,East,550,549
True,True,False,True,14,16,?,14,4,2,?,4,East,549,548
True,True,True,True,15,17,17,15,4,2,2,4,South,548,547
True,True,True,True,16,18,18,16,4,2,2,4,South,547,546
True,True,False,True,17,19,?,17,4,2,?,4,East,546,545
True,True,False,True,17,19,?,17,3,1,?,3,East,545,544
True,True,True,True,18,20,20,18,3,3,1,3,South,544,743
False,True,True,True,?,21,21,19,?,18,18,16,East,743,742
False,False,False,True,?,?,?,20,?,?,?,16,East,742,741
False,True,True,True,?,21,21,19,?,17,17,15,West,741,740
True,True,True,True,18,20,20,18,14,16,16,14,West,740,739
True,True,True,True,17,19,19,17,14,16,16,14,West,739,738
True,True,True,True,16,18,18,16,14,16,16,14,North,738,737
True,True,True,True,15,17,17,15,13,15,15,13,North,737,736
True,True,False,True,14,16,?,14,13,15,?,13,North,736,735
True,True,True,True,13,15,15,13,11,13,13,11,North,735,734
True,True,True,True,12,14,14,12,10,12,12,10,North,734,733
True,True,True,True,11,13,13,11,9,11,11,9,North,733,732
True,True,True,True,12,14,14,12,9,11,11,9,East,732,731
True,True,True,True,13,15,15,13,9,11,11,9,East,731,730
True,True,True,True,12,14,14,12,8,10,10,8,North,730,729
True,True,True,True,11,13,13,11,7,9,9,7,North,729,828
False,True,True,True,?,?,?,?,?,8,8,6,North,828,827
False,True,True,True,?,?,?,?,?,8,8,6,West,827,826
False,True,True,True,?,?,?,?,?,8,8,6,West,826,825
False,True,True,True,?,?,?,?,?,8,8,6,West,825,824
False,True,True,True,?,?,?,?,?,8,8,6,West,824,823
False,True,True,True,?,?,?,?,?,8,8,6,West,823,822
False,False,True,True,?,?,?,?,?,?,8,6,West,822,821
False,False,True,True,?,?,?,?,?,?,6,4,West,821,820
False,False,True,True,?,?,?,?,?,?,4,2,West,820,819
False,False,True,True,?,?,?,?,?,?,3,1,West,819,818
True,True,True,True,6,4,4,6,7,5,7,7,East,-3,-4
True,True,True,True,5,3,3,5,5,3,5,5,South,-4,-5
True,True,True,False,4,2,2,?,3,1,3,?,South,-5,-6
True,True,True,True,3,3,1,3,2,2,2,0,South,-6,193
False,True,True,True,?,4,2,4,?,7,7,9,West,193,192
False,True,True,True,?,5,3,5,?,8,8,10,West,192,191
False,True,True,True,?,6,4,6,?,8,10,8,West,191,190
False,True,True,True,?,7,5,7,?,6,8,6,West,190,189
False,True,True,True,?,5,7,7,?,4,6,6,West,189,188
False,True,True,True,?,6,6,8,?,6,6,8,West,188,187
True,True,True,True,9,7,7,9,10,8,8,10,West,187,186
True,True,True,True,10,8,8,10,10,8,8,10,West,186,185
True,True,True,True,11,9,9,11,12,10,10,12,North,185,284
False,True,True,True,?,11,11,13,?,12,12,14,North,284,283
True,True,True,True,12,10,10,12,13,11,11,13,South,283,282
True,True,True,True,11,11,9,11,12,10,10,12,South,282,281
True,False,True,True,10,?,10,12,12,?,10,12,South,281,280
True,False,True,True,9,?,9,11,12,?,10,12,East,280,279
True,False,True,True,8,?,8,10,10,?,8,10,East,279,278
True,True,True,True,7,9,7,9,8,6,8,8,East,278,277
True,True,True,False,8,10,8,?,6,4,6,?,South,277,276
True,True,True,True,9,11,9,11,4,2,4,2,South,276,275
True,True,True,True,10,12,10,12,3,1,3,1,South,275,274
True,True,True,True,11,13,11,13,3,1,1,3,West,274,273
True,True,True,True,12,14,12,14,1,3,1,3,South,273,272
True,False,True,True,13,?,13,15,3,?,3,5,South,272,271
True,False,False,True,12,?,?,14,1,?,?,3,East,271,270
True,False,False,True,12,?,?,14,2,?,?,4,East,270,269
True,True,True,True,11,13,11,13,0,2,2,2,North,269,268
True,False,True,True,10,?,12,12,1,?,3,1,East,268,267
False,False,True,True,?,?,13,11,?,?,5,3,East,267,366
False,False,False,True,?,?,?,23,?,?,?,5,East,366,365
False,False,True,True,?,?,24,22,?,?,5,3,West,365,364
True,False,True,True,21,?,23,23,2,?,4,4,West,364,363
True,True,False,True,20,22,?,22,2,4,?,4,North,363,362
True,True,True,True,19,21,19,21,2,4,2,4,North,362,361
True,True,True,True,18,20,18,20,0,2,2,2,North,361,560
True,True,True,True,17,19,17,19,4,6,4,6,North,560,559
False,True,True,True,?,18,16,18,?,4,2,4,North,559,558
False,True,True,True,?,17,15,17,?,2,0,2,East,558,757
False,True,True,True,?,16,14,16,?,16,14,16,East,757,756
False,True,True,True,?,15,13,15,?,15,13,15,East,756,755
True,True,True,True,12,14,14,14,11,13,13,13,East,755,754
True,True,True,True,13,15,15,13,11,13,13,11,East,754,753
True,False,True,True,14,?,16,14,12,?,14,12,East,753,752
True,True,True,True,13,15,15,13,10,12,12,10,North,752,751
True,True,True,True,12,14,14,12,10,12,12,10,North,751,750
True,True,True,True,13,15,15,13,12,14,14,12,East,750,749
True,True,False,True,14,16,?,14,13,15,?,13,East,749,748
True,True,False,True,13,15,?,13,13,15,?,13,North,748,747
True,True,False,True,12,14,?,12,13,15,?,13,North,747,746
False,True,False,True,?,13,?,11,?,13,?,11,North,746,845
False,True,True,True,?,?,?,?,?,13,13,11,West,845,844
False,True,True,True,?,?,?,?,?,11,11,9,West,844,843
False,True,True,True,?,?,?,?,?,11,11,9,West,843,842
False,True,True,True,?,?,?,?,?,9,9,7,West,842,841
False,True,True,True,?,?,?,?,?,7,7,5,West,841,840
False,True,True,True,?,?,?,?,?,7,7,5,West,840,839
False,False,True,True,?,?,?,?,?,?,6,4,West,839,838
False,False,True,True,?,?,?,?,?,?,6,4,West,838,837
False,False,True,True,?,?,?,?,?,?,5,3,West,837,836
False,False,True,True,?,?,?,?,?,?,5,3,West,836,835
True,True,True,True,6,4,4,6,7,5,7,7,East,-2,-3
True,True,True,True,5,3,3,5,9,7,9,7,East,-3,-4
True,True,True,True,6,4,4,6,11,9,11,9,North,-4,-5
True,True,True,True,5,3,5,5,11,9,11,9,East,-5,-6
False,True,True,True,?,4,6,6,?,12,12,10,North,-6,93
False,True,True,True,?,5,7,5,?,12,12,10,East,93,92
False,True,False,True,?,6,?,6,?,13,?,11,East,92,91
False,True,True,True,?,5,7,5,?,13,13,11,West,91,90
False,True,True,True,?,4,6,6,?,11,11,9,West,90,89
False,True,True,True,?,5,5,7,?,10,10,8,West,89,88
False,True,True,True,?,6,6,8,?,7,9,9,West,88,87
False,True,True,True,?,7,7,9,?,8,8,6,West,87,86
False,True,True,True,?,8,8,10,?,6,6,4,West,86,85
False,False,True,True,?,?,9,11,?,?,4,2,West,85,84
False,False,True,True,?,?,10,12,?,?,4,2,West,84,83
False,False,True,True,?,?,11,13,?,?,3,1,West,83,82
False,False,True,True,?,?,12,14,?,?,2,0,West,82,281
False,True,True,True,?,15,13,15,?,15,13,15,West,281,280
True,False,False,True,14,?,?,16,15,?,?,17,South,280,279
True,False,False,True,14,?,?,16,15,?,?,17,South,279,278
True,False,False,True,14,?,?,16,14,?,?,16,South,278,277
False,True,True,True,?,15,13,15,?,14,12,14,North,277,276
False,False,True,True,?,?,12,14,?,?,10,12,East,276,275
False,False,True,True,?,?,11,13,?,?,8,10,East,275,274
False,False,True,True,?,?,10,12,?,?,6,8,East,274,273
False,False,True,True,?,?,9,11,?,?,6,8,East,273,272
False,True,True,True,?,8,8,10,?,6,6,8,East,272,271
False,True,True,True,?,7,7,9,?,6,6,8,East,271,270
True,True,True,True,8,6,6,8,8,6,6,8,South,270,269
True,True,True,True,7,5,5,7,7,5,5,7,South,269,268
True,True,True,True,6,4,4,6,6,4,6,6,East,268,267
True,True,True,True,5,3,3,5,6,4,4,6,South,267,266
True,True,True,False,4,2,2,?,6,4,4,?,South,266,265
True,True,True,True,3,3,1,3,6,4,6,4,South,265,264
True,True,True,True,2,4,2,4,6,6,6,4,South,264,263
True,True,True,False,3,5,3,?,4,2,2,?,South,263,262
True,True,True,True,2,4,4,4,3,1,1,3,East,262,261
True,True,True,True,3,5,5,5,2,2,0,2,South,261,260
True,True,True,True,4,6,6,6,2,4,2,4,South,260,259
True,True,True,True,5,7,7,5,1,3,3,3,East,259,258
False,True,True,True,?,8,8,6,?,5,5,3,East,258,257
False,False,False,True,?,?,?,7,?,?,?,5,East,257,256
False,True,True,True,?,8,8,6,?,5,5,3,West,256,255
True,True,True,True,5,7,7,5,2,4,4,2,West,255,254
True,True,False,True,4,6,?,4,2,4,?,2,North,254,253
False,True,True,True,?,5,5,3,?,2,2,0,North,253,452
True,True,True,True,2,4,4,4,8,10,10,8,West,452,451
True,True,True,False,3,5,3,?,8,10,10,?,West,451,450
True,True,True,False,3,5,3,?,7,9,9,?,West,450,449
True,True,True,True,2,4,2,4,7,7,7,5,North,449,448
True,False,True,True,3,?,3,5,6,?,6,4,West,448,447
True,True,True,True,4,6,4,6,4,4,4,2,West,447,446
True,True,True,True,5,7,5,7,3,3,3,1,West,446,445
True,True,True,True,7,5,7,5,2,2,2,0,West,445,644
True,True,True,True,6,4,6,6,9,7,9,9,West,644,643
True,False,True,True,7,?,5,7,10,?,8,10,West,643,642
True,False,True,True,8,?,6,8,10,?,8,10,West,642,641
True,False,True,True,9,?,7,9,12,?,10,12,West,641,640
True,True,True,True,10,8,8,10,12,10,10,12,North,640,639
True,True,True,True,11,9,9,11,12,10,10,12,North,639,738
False,True,True,True,?,11,11,13,?,10,10,12,North,738,737
True,True,True,True,12,10,10,12,10,8,8,10,South,737,736
True,True,True,True,11,11,9,11,10,8,8,10,South,736,735
True,False,True,True,10,?,10,12,10,?,8,10,South,735,734
True,False,True,True,9,?,9,11,10,?,8,10,East,734,733
True,False,True,True,8,?,8,10,8,?,6,8,East,733,732
True,True,True,True,7,9,7,9,6,4,6,6,East,732,731
True,True,True,False,8,10,8,?,6,4,6,?,South,731,730
True,True,True,True,9,11,9,11,6,4,6,4,South,730,729
True,True,True,True,10,12,10,12,4,2,4,2,South,729,728
True,True,True,True,11,13,11,13,2,0,2,2,West,728,727
True,True,True,True,12,14,12,14,4,2,2,4,West,727,726
True,True,True,True,13,15,13,15,4,4,2,4,South,726,725
True,False,True,True,14,?,14,16,3,?,3,5,South,725,724
True,False,True,True,13,?,13,15,1,?,1,3,East,724,723
True,True,True,True,12,14,12,14,1,3,1,3,North,723,722
True,True,True,True,11,13,11,13,1,3,3,3,East,722,721
True,False,True,True,10,?,12,12,2,?,4,2,East,721,720
False,False,True,True,?,?,13,11,?,?,5,3,East,720,819
False,False,False,True,?,?,?,?,?,?,?,4,East,819,818
False,False,True,True,?,?,?,?,?,?,4,2,West,818,817
True,False,True,True,?,?,?,?,2,?,4,4,West,817,816
True,True,False,True,?,?,?,?,2,4,?,2,North,816,815
True,True,True,True,?,?,?,?,2,2,2,0,North,815,814
True,True,True,True,?,?,?,?,4,2,4,2,North,814,813
True,True,True,False,?,?,?,?,2,0,2,?,West,813,812
True,True,True,False,?,?,?,?,3,1,3,?,West,812,811
True,True,True,True,6,4,4,6,7,5,7,7,East,-2,-3
True,True,True,True,5,3,3,5,6,4,6,6,South,-3,-4
True,True,True,False,4,2,2,?,4,2,4,?,South,-4,-5
True,True,True,True,3,3,1,3,2,2,2,0,South,-5,194
False,True,True,True,?,4,2,4,?,3,3,5,West,194,193
False,True,True,True,?,5,3,5,?,5,5,7,West,193,192
False,True,True,True,?,6,4,6,?,6,6,8,West,192,191
False,True,True,True,?,7,5,7,?,7,9,7,West,191,190
False,True,True,True,?,5,7,7,?,6,8,8,West,190,189
False,True,True,True,?,6,6,8,?,8,8,10,West,189,188
True,True,True,True,9,7,7,9,10,8,8,10,West,188,187
True,True,True,True,10,8,8,10,10,8,8,10,West,187,186
True,True,True,True,11,9,9,11,12,10,10,12,North,186,185
True,True,True,True,10,8,8,10,12,10,10,12,South,185,184
True,False,True,True,9,?,7,9,11,?,9,11,South,184,183
True,True,True,True,10,8,8,10,13,11,11,13,North,183,182
True,True,True,True,11,9,9,11,13,11,11,13,North,182,281
False,True,True,True,?,11,11,13,?,11,11,13,North,281,280
True,True,True,True,12,10,10,12,11,9,9,11,South,280,279
True,True,False,True,11,9,?,11,9,7,?,9,East,279,278
True,True,False,True,11,9,?,11,10,8,?,10,East,278,277
True,True,True,True,10,10,8,10,8,6,6,8,South,277,276
True,False,True,True,9,?,9,11,8,?,6,8,South,276,275
True,False,True,True,8,?,8,10,6,?,4,6,East,275,274
True,True,True,True,7,9,7,9,5,3,5,5,East,274,273
True,True,True,False,8,10,8,?,4,2,4,?,South,273,272
True,True,True,True,9,11,9,11,3,3,3,1,South,272,271
False,True,True,True,?,12,10,12,?,3,3,1,West,271,270
False,True,True,True,?,13,11,13,?,1,3,1,West,270,269
True,True,True,True,12,14,12,14,3,3,3,1,South,269,268
True,True,True,True,13,15,13,15,2,4,4,2,South,268,267
True,True,True,True,14,16,14,16,2,2,2,0,West,267,466
True,True,True,False,15,17,15,?,13,15,13,?,West,466,465
True,True,True,False,14,16,14,?,12,14,12,?,North,465,464
True,True,True,False,15,17,15,?,13,15,13,?,South,464,463
True,True,True,True,14,16,14,16,13,15,13,15,East,463,462
True,True,True,True,13,15,13,15,13,15,13,15,East,462,461
True,True,True,True,12,14,12,14,13,15,13,15,East,461,460
True,True,True,True,11,13,11,13,12,14,12,14,East,460,459
True,False,True,True,10,?,12,12,10,?,12,12,East,459,458
False,False,True,True,?,?,13,11,?,?,13,11,East,458,557
False,False,False,True,?,?,?,23,?,?,?,13,East,557,556
False,False,True,True,?,?,24,22,?,?,15,13,West,556,555
True,False,True,True,21,?,23,23,13,?,15,15,West,555,554
True,True,False,True,20,22,?,22,11,13,?,13,North,554,553
True,True,True,True,19,21,19,21,11,13,11,13,North,553,552
True,True,True,True,18,20,18,20,10,12,10,12,North,552,551
True,True,True,True,17,19,17,19,8,10,8,10,East,551,550
True,True,False,True,16,18,?,18,6,8,?,8,East,550,549
True,True,True,True,15,17,15,17,7,7,5,7,North,549,548
True,False,True,True,14,?,14,16,6,?,4,6,East,548,547
True,True,True,True,13,15,15,15,6,4,4,6,East,547,546
True,True,True,False,14,16,16,?,4,2,2,?,South,546,545
True,True,True,False,15,17,17,?,3,1,1,?,South,545,544
True,True,True,True,16,18,18,16,2,0,2,2,East,544,543
True,True,True,True,17,19,19,17,2,2,0,2,South,543,542
True,True,True,True,18,20,20,18,2,2,0,2,South,542,541
True,False,True,False,17,?,19,?,3,?,1,?,West,541,540
True,False,True,False,17,?,19,?,3,?,1,?,West,540,539
True,True,True,True,18,20,20,18,3,3,1,3,East,539,738
True,True,True,True,19,21,21,19,20,22,22,20,East,738,737
True,True,False,True,20,22,?,20,20,22,?,20,East,737,736
True,True,True,True,19,21,21,19,20,22,22,20,West,736,735
True,True,True,True,18,20,20,18,18,20,20,18,West,735,734
True,True,True,True,17,19,19,17,18,20,20,18,North,734,733
True,True,True,True,16,18,18,16,18,20,20,18,North,733,732
True,True,True,False,15,17,17,?,16,18,18,?,West,732,731
True,True,True,False,14,16,16,?,15,17,17,?,North,731,730
True,True,True,True,13,15,15,15,13,15,15,15,North,730,729
True,True,True,True,12,14,14,14,13,15,15,15,North,729,728
True,True,True,False,11,13,13,?,11,13,13,?,North,728,727
True,True,True,True,10,12,12,10,11,13,13,11,North,727,726
True,True,True,True,9,11,11,9,10,12,12,10,North,726,725
True,True,True,True,8,10,10,8,8,10,10,8,North,725,724
True,True,True,True,9,11,11,9,9,11,11,9,East,724,723
True,True,True,True,10,12,12,10,11,13,13,11,East,723,722
True,True,True,True,11,13,13,11,13,15,15,13,East,722,821
False,True,True,True,?,?,?,?,?,13,13,11,North,821,820
False,True,True,True,?,?,?,?,?,11,11,9,West,820,819
False,True,True,True,?,?,?,?,?,9,9,7,West,819,818
False,True,True,True,?,?,?,?,?,9,9,7,West,818,817
False,True,True,True,?,?,?,?,?,8,8,6,West,817,816
False,True,True,True,?,?,?,?,?,7,7,5,West,816,815
False,False,True,True,?,?,?,?,?,?,5,3,West,815,814
False,False,True,True,?,?,?,?,?,?,5,3,West,814,813
False,False,True,True,?,?,?,?,?,?,4,2,West,813,812
True,True,True,True,8,6,6,8,9,7,7,9,North,-5,-6
True,True,True,True,7,5,5,7,8,6,8,8,East,-6,-7
True,True,True,True,6,4,4,6,9,7,9,7,East,-7,-8
True,True,True,True,5,3,5,5,10,8,10,8,East,-8,-9
False,True,True,True,?,4,6,6,?,9,11,9,North,-9,90
False,True,True,True,?,5,7,5,?,10,12,10,East,90,89
False,True,False,True,?,6,?,6,?,11,?,11,East,89,88
False,True,True,True,?,5,7,5,?,10,12,10,West,88,87
False,True,True,True,?,4,6,6,?,9,11,9,West,87,86
False,True,True,True,?,5,5,7,?,8,10,8,West,86,85
False,True,True,True,?,6,6,8,?,7,9,9,West,85,84
False,True,True,True,?,7,7,9,?,10,10,8,West,84,83
False,True,True,True,?,8,8,10,?,9,9,7,West,83,82
False,False,True,True,?,?,9,11,?,?,8,6,West,82,81
False,False,True,True,?,?,10,12,?,?,7,5,West,81,80
False,False,True,True,?,?,11,13,?,?,6,4,West,80,79
False,False,True,True,?,?,12,14,?,?,5,3,West,79,78
False,True,True,True,?,15,13,15,?,2,4,2,West,78,77
False,True,True,True,?,16,14,16,?,1,3,1,West,77,76
True,False,True,True,15,?,15,17,2,?,2,0,South,76,275
True,False,True,False,16,?,16,?,17,?,17,?,West,275,274
True,False,True,False,16,?,16,?,17,?,17,?,West,274,273
True,False,True,True,15,?,15,17,16,?,16,18,East,273,272
True,False,False,True,14,?,?,16,15,?,?,17,East,272,271
False,True,True,True,?,15,13,15,?,16,14,16,North,271,270
False,False,True,True,?,?,12,14,?,?,13,15,East,270,269
False,False,True,True,?,?,11,13,?,?,12,14,East,269,268
False,False,True,True,?,?,10,12,?,?,11,13,East,268,267
False,False,True,True,?,?,9,11,?,?,10,12,East,267,266
False,True,True,True,?,8,8,10,?,9,9,11,East,266,265
False,True,True,True,?,7,7,9,?,8,8,10,East,265,264
False,True,True,True,?,6,6,8,?,7,9,9,East,264,263
False,True,True,True,?,5,5,7,?,8,10,8,East,263,262
True,True,True,True,6,4,4,6,9,7,9,7,South,262,261
True,True,True,True,5,3,3,5,8,6,8,6,South,261,260
True,True,True,True,4,2,2,4,7,5,7,5,South,260,259
True,True,True,True,3,1,1,3,6,4,6,4,South,259,258
True,True,True,True,2,2,0,2,5,5,5,3,South,258,257
True,True,True,True,3,3,1,3,4,4,4,2,West,257,256
False,True,True,True,?,4,2,4,?,3,3,1,West,256,255
False,True,True,True,?,5,3,5,?,2,2,0,West,255,454
False,True,True,True,?,6,4,6,?,8,10,8,West,454,453
False,True,True,True,?,7,5,7,?,7,9,7,West,453,452
False,True,True,True,?,5,7,7,?,6,8,8,West,452,451
False,True,True,True,?,6,6,8,?,7,7,9,West,451,450
True,True,True,True,9,7,7,9,10,8,8,10,West,450,449
True,True,True,True,10,8,8,10,11,9,9,11,West,449,448
True,True,True,True,11,9,9,11,12,10,10,12,North,448,447
True,True,True,True,10,8,8,10,11,9,9,11,South,447,446
True,False,True,True,9,?,7,9,10,?,8,10,South,446,445
True,True,True,True,10,8,8,10,11,9,9,11,North,445,444
True,True,True,True,11,9,9,11,12,10,10,12,North,444,543
False,True,True,True,?,11,11,13,?,11,11,13,North,543,542
True,True,True,True,12,10,10,12,12,10,10,12,South,542,541
True,True,True,True,11,11,9,11,11,9,9,11,South,541,540
True,True,True,True,10,10,8,10,10,8,8,10,East,540,539
False,True,True,True,?,9,7,9,?,7,7,9,East,539,538
True,False,True,True,8,?,8,10,8,?,6,8,South,538,537
True,False,True,True,8,?,8,10,8,?,6,8,South,537,536
True,True,True,True,7,9,7,9,7,5,7,7,East,536,535
True,True,True,True,6,8,6,8,8,6,8,6,East,535,534
True,True,True,True,7,9,7,9,7,5,7,5,South,534,533
True,True,True,True,8,10,8,10,6,4,6,4,South,533,532
True,True,False,True,9,11,?,11,5,3,?,3,South,532,531
True,False,True,True,10,?,12,12,4,?,4,2,South,531,530
False,False,True,True,?,?,13,11,?,?,5,3,East,530,629
False,False,False,True,?,?,?,?,?,?,?,4,East,629,628
False,False,True,True,?,?,?,?,?,?,5,3,West,628,627
True,False,True,True,?,?,?,?,4,?,4,2,West,627,626
True,True,True,True,?,?,?,?,3,3,3,1,West,626,625
True,True,True,True,?,?,?,?,2,2,2,0,West,625,824
True,True,True,True,?,?,?,?,17,19,17,19,West,824,823
True,True,True,True,?,?,?,?,16,18,16,18,East,823,822
True,True,True,True,?,?,?,?,15,17,15,17,North,822,821
False,True,True,True,?,?,?,?,?,16,14,16,North,821,820
True,True,True,True,?,?,?,?,13,15,13,15,East,820,819
True,True,True,True,?,?,?,?,12,14,12,14,East,819,818
True,True,True,True,?,?,?,?,11,13,11,13,North,818,817
True,True,True,True,?,?,?,?,10,12,10,12,East,817,816
True,True,False,True,?,?,?,?,9,11,?,11,East,816,815
True,True,True,True,?,?,?,?,10,10,8,10,North,815,814
True,False,True,True,?,?,?,?,9,?,7,9,East,814,813
True,True,True,True,?,?,?,?,8,6,6,8,East,813,812
True,True,True,False,?,?,?,?,7,5,5,?,South,812,811
True,True,True,False,?,?,?,?,6,4,4,?,South,811,810
True,True,True,True,?,?,?,?,5,3,3,5,East,810,809
True,True,False,True,?,?,?,?,4,2,?,4,East,809,808
True,True,True,True,?,?,?,?,3,1,3,3,South,808,807
True,True,False,False,?,?,?,?,20,18,?,?,South,-2,-3
True,True,True,False,?,?,?,?,18,16,18,?,South,-3,-4
True,True,True,False,?,?,?,?,17,15,17,?,South,-4,-5
True,True,True,False,?,?,?,?,15,13,15,?,South,-5,-6
True,True,False,False,?,?,?,?,13,11,?,?,South,-6,-7
True,True,True,False,?,?,?,?,12,10,12,?,South,-7,-8
True,True,False,False,?,?,?,?,10,8,?,?,South,-8,-9
True,True,False,False,?,?,?,?,8,6,?,?,South,-9,-10
True,True,False,False,?,?,?,?,8,6,?,?,South,-10,-11
True,True,False,False,?,?,?,?,6,4,?,?,South,-11,-12
True,True,False,False,?,?,?,?,6,4,?,?,South,-12,-13
True,True,True,False,?,?,?,?,5,5,3,?,South,-13,-14
False,True,True,True,?,?,?,?,?,4,2,4,East,-14,-15
True,True,True,True,?,?,?,?,2,2,0,2,East,-15,184
True,True,True,True,?,?,?,?,8,8,6,8,East,184,183
True,True,True,True,?,?,?,?,8,8,6,8,East,183,182
True,False,True,True,?,?,?,?,6,?,4,6,East,182,181
False,False,True,True,?,?,?,?,?,?,4,6,East,181,180
True,True,True,True,?,?,?,?,6,4,4,6,East,180,179
True,True,True,False,?,?,?,?,5,3,3,?,South,179,178
True,True,True,True,?,?,?,?,5,3,3,5,East,178,177
True,True,True,True,?,?,?,?,3,1,1,3,East,177,376
True,True,True,True,?,?,?,?,23,25,23,25,South,376,375
True,True,False,True,?,?,?,?,23,25,?,25,East,375,374
True,True,False,True,?,?,?,?,22,24,?,24,East,374,373
True,True,False,True,?,?,?,?,22,24,?,24,North,373,372
True,True,False,True,?,?,?,?,20,22,?,22,North,372,371
True,True,False,True,?,?,?,?,18,20,?,20,North,371,370
True,True,False,True,?,?,?,?,16,18,?,18,North,370,369
True,True,False,True,?,?,?,?,15,17,?,17,North,369,368
True,True,False,True,?,?,?,?,15,17,?,17,North,368,367
True,True,False,True,?,?,?,?,15,17,?,17,North,367,366
False,True,True,True,?,?,?,?,?,16,14,16,North,366,365
False,False,True,True,?,?,?,?,?,?,12,14,East,365,364
False,True,True,True,?,?,?,?,?,10,10,12,East,364,363
True,True,True,True,?,?,?,?,12,10,12,12,East,363,362
True,True,True,True,?,?,?,?,11,9,11,11,South,362,361
True,True,True,True,?,?,?,?,10,8,10,10,South,361,360
True,True,False,True,?,?,?,?,8,6,?,8,South,360,359
True,True,True,True,?,?,?,?,8,6,8,8,South,359,358
True,True,False,True,?,?,?,?,6,4,?,6,South,358,357
True,True,True,True,?,?,?,?,5,3,5,5,South,357,356
True,True,False,True,?,?,?,?,5,3,?,5,South,356,355
True,True,True,True,?,?,?,?,5,3,3,5,South,355,354
True,False,True,True,?,?,?,?,5,?,3,5,South,354,353
True,False,True,True,?,?,?,?,4,?,2,4,East,353,352
True,False,True,True,?,?,?,?,4,?,2,4,East,352,351
True,False,True,True,?,?,?,?,3,?,1,3,East,351,550
True,False,True,True,?,?,?,?,22,?,22,24,East,550,549
True,False,True,True,?,?,?,?,22,?,22,24,East,549,548
True,False,True,True,?,?,?,?,22,?,22,24,East,548,547
True,False,True,True,?,?,?,?,20,?,20,22,East,547,546
True,False,True,True,?,?,?,?,19,?,19,21,East,546,545
True,False,True,True,?,?,?,?,17,?,19,19,East,545,544
True,False,True,True,?,?,?,?,19,?,21,19,East,544,543
True,True,True,True,?,?,?,?,18,20,20,18,North,543,542
True,True,True,True,?,?,?,?,17,19,19,17,North,542,541
True,True,True,True,?,?,?,?,15,17,17,15,North,541,540
True,True,True,True,?,?,?,?,15,17,17,15,North,540,539
True,True,True,True,?,?,?,?,15,17,17,15,North,539,538
True,True,True,True,?,?,?,?,13,15,15,13,North,538,537
True,True,True,True,?,?,?,?,15,15,15,13,North,537,536
True,True,True,True,?,?,?,?,14,14,14,12,West,536,535
True,False,True,True,?,?,?,?,12,?,12,10,West,535,534
False,False,True,True,?,?,?,?,?,?,10,8,West,534,533
True,False,True,True,?,?,?,?,8,?,10,10,West,533,532
True,True,False,True,?,?,?,?,6,8,?,8,North,532,531
True,True,False,True,?,?,?,?,4,6,?,6,North,531,530
True,True,False,True,?,?,?,?,4,6,?,6,North,530,529
True,True,False,True,?,?,?,?,4,6,?,6,North,529,528
True,True,True,False,?,?,?,?,6,6,4,?,North,528,527
True,False,True,True,?,?,?,?,5,?,3,5,East,527,526
True,True,True,True,?,?,?,?,5,3,3,5,East,526,525
True,True,True,True,?,?,?,?,3,1,1,3,East,525,524
True,True,True,True,?,?,?,?,3,1,1,3,East,524,523
True,False,True,True,?,?,?,?,2,?,0,2,South,523,522
True,True,False,True,?,?,?,?,0,2,?,2,East,522,521
True,True,False,True,?,?,?,?,1,3,?,3,East,521,520
True,True,False,True,?,?,?,?,1,3,?,3,East,520,519
True,True,False,False,?,?,?,?,20,18,?,?,South,-2,-3
True,True,True,False,?,?,?,?,18,16,18,?,South,-3,-4
True,True,True,False,?,?,?,?,18,16,18,?,South,-4,-5
True,True,True,False,?,?,?,?,16,14,16,?,South,-5,-6
True,True,False,False,?,?,?,?,16,14,?,?,South,-6,-7
True,True,True,False,?,?,?,?,15,13,15,?,South,-7,-8
True,True,False,False,?,?,?,?,14,12,?,?,South,-8,-9
True,True,False,False,?,?,?,?,13,11,?,?,South,-9,-10
True,True,False,False,?,?,?,?,11,9,?,?,South,-10,-11
True,True,False,False,?,?,?,?,9,7,?,?,South,-11,-12
True,True,False,False,?,?,?,?,7,5,?,?,South,-12,-13
True,True,True,False,?,?,?,?,6,6,4,?,South,-13,-14
False,True,True,True,?,?,?,?,?,4,2,4,East,-14,-15
True,True,True,True,?,?,?,?,4,2,2,4,East,-15,-16
True,True,True,True,?,?,?,?,2,0,2,2,East,-16,-17
True,True,True,True,?,?,?,?,4,2,4,2,East,-17,-18
